Fold,Model,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,Fold_Model_Avg
3,Logistic Regression,0.75,0.375,0.8,0.2,0.0,0.75,1.0,0.6667,0.5,0.2857,0.5714,1.0,0.6667,1.0,0.6,0.6429,0.0,0.3333,0.0,0.8333,0.6667,0.25,0.25,0.2,0.2857,0.6,0.5087
3,KNN,0.6667,0.625,1.0,1.0,0.0,0.75,1.0,0.5,0.5,0.4286,0.8571,1.0,0.3333,0.75,0.8,0.5714,0.75,0.3333,0.0,0.8333,0.6667,0.5,0.25,0.2,0.5714,0.4,0.5880
3,Gradient Boosting,0.5833,0.5,1.0,0.8,0.0,0.5,1.0,0.5,1.0,0.5714,0.4286,0.8,0.3333,1.0,0.4,0.5,0.25,0.0,0.0,0.6667,0.6667,0.375,0.5,0.5,0.2857,0.4,0.5216
3,MLP Neural Network,0.75,0.375,1.0,0.8,0.0,1.0,1.0,0.6667,0.5,0.5714,0.7143,1.0,0.3333,1.0,0.6,0.5714,0.5,0.3333,0.0,0.8333,0.6667,0.5,0.5,0.2,0.7143,0.6,0.6050
3,MLP (PyTorch),0.5,0.5,0.6,0.6,0.0,0.75,1.0,0.6667,0.5,0.4286,0.7143,1.0,0.3333,1.0,0.6,0.6429,0.5,0.0,0.0,0.8333,1.0,0.625,0.5,0.1,0.5714,0.0,0.5371
3,CNN (PyTorch),0.75,0.5,0.8,0.8,1.0,1.0,1.0,0.6667,0.5,0.4286,0.8571,1.0,0.6667,1.0,0.6,0.5714,0.5,0.3333,0.5,0.8333,1.0,0.75,0.25,0.3,0.2857,0.6,0.6728
3,Fold_3_Avg,0.6389,0.5278,0.8444,0.6889,0.1111,0.7222,1.0,0.5556,0.6667,0.4444,0.619,0.9778,0.5185,0.9167,0.6,0.5952,0.4722,0.1481,0.1111,0.7963,0.7778,0.4583,0.3889,0.2778,0.3968,0.5333,0.5688
4,SVM,0.75,0.8333,0.8571,0.4286,0.0,0.5,0.6667,0.75,1.0,0.5714,1.0,1.0,0.7,0.625,0.2,0.75,0.0,0.625,0.2857,1.0,0.6667,1.0,0.0,0.7143,0.5,0.3333,0.6060
4,Decision Tree,0.25,0.1667,0.7143,0.1429,0.0,0.5,0.3333,0.25,0.0,0.2857,1.0,1.0,0.5,0.5,0.4,0.625,0.2,0.75,0.0,1.0,0.3333,0.5,0.3333,0.4286,0.3333,0.3333,0.4184
4,Random Forest,0.5833,1.0,0.8571,0.2857,0.0,0.5,0.5,0.75,1.0,0.7143,1.0,1.0,0.6,0.75,0.4,0.75,0.2,0.75,0.2857,1.0,0.3333,1.0,0.6667,0.8571,0.5,0.3333,0.6391
4,Logistic Regression,0.75,0.5,0.8571,0.0,0.0,0.5,0.6667,0.75,1.0,0.4286,0.5,1.0,0.7,0.375,0.4,0.875,0.0,0.5,0.4286,0.6667,1.0,1.0,0.6667,0.7143,0.3333,0.3333,0.5748
4,KNN,0.5833,0.8333,1.0,0.7143,0.0,0.5,0.6667,0.5,0.0,0.7143,1.0,1.0,0.6,0.375,0.2,0.875,0.2,0.375,0.1429,1.0,0.3333,0.5,0.3333,0.8571,0.5,0.3333,0.5437
4,Gradient Boosting,0.5,0.6667,0.8571,0.2857,0.0,0.5,0.6667,0.75,0.0,0.4286,1.0,1.0,0.6,0.625,0.4,0.75,0.2,0.5,0.5714,1.0,0.3333,1.0,0.6667,0.5714,0.5,0.3333,0.5656
4,MLP Neural Network,0.5,0.6667,0.8571,0.4286,0.0,0.5,0.5,0.75,0.0,0.4286,1.0,1.0,0.7,0.625,0.6,0.875,0.2,0.5,0.2857,1.0,0.3333,1.0,0.6667,0.8571,0.6667,0.3333,0.5875
4,MLP (PyTorch),0.6667,0.8333,0.8571,0.1429,0.0,1.0,0.5,0.5,0.0,0.7143,0.5,1.0,0.7,0.625,0.4,0.875,0.0,0.5,0.4286,1.0,1.0,0.5,0.6667,0.8571,0.5,0.3333,0.5808
4,CNN (PyTorch),0.8333,0.8333,0.8571,0.1429,0.0,0.5,0.6667,0.75,0.0,0.8571,0.75,1.0,0.6,0.75,0.4,0.875,0.0,0.875,0.2857,1.0,0.6667,1.0,0.3333,0.8571,0.5,0.3333,0.6026
4,Fold_4_Avg,0.6018,0.7037,0.8571,0.2857,0.0,0.5556,0.5741,0.6389,0.3333,0.5714,0.8611,1.0,0.6333,0.5833,0.3778,0.8056,0.1111,0.5972,0.3016,0.963,0.5555,0.8333,0.4815,0.746,0.4815,0.3333,0.5687
5,SVM,1.0,0.6,0.8571,0.8333,0.0,0.0,0.0,1.0,0.0,0.3846,0.5,0.75,0.8,0.875,0.4286,0.875,1.0,0.6667,0.5556,1.0,0.0,0.5,0.5,0.7273,0.75,1.0,0.6001
5,Decision Tree,0.5,0.4,0.5714,0.3333,0.0,0.0,0.0,0.5,1.0,0.4615,0.75,1.0,0.6,0.5,0.4286,0.75,1.0,0.0,0.2222,0.6,0.5,0.5,1.0,0.0909,0.625,0.5,0.4936
5,Random Forest,0.8333,0.8,0.7143,0.3333,0.0,0.0,0.0,1.0,1.0,0.6154,0.875,0.75,0.4,0.625,0.4286,0.875,1.0,0.6667,0.4444,0.8,1.0,0.625,0.5,0.2727,0.75,1.0,0.6273
5,Logistic Regression,0.5,0.8,0.8571,0.0,0.0,0.0,0.0,1.0,1.0,0.3846,0.375,0.75,0.6,0.75,0.4286,0.75,0.0,0.6667,0.5556,0.8,0.0,0.25,0.5,0.6364,0.625,1.0,0.5088
5,KNN,0.8333,0.8,0.8571,0.6667,0.0,0.0,0.0,0.5,0.0,0.6154,0.75,0.75,0.8,0.75,0.2857,0.75,1.0,0.5,0.3333,0.8,0.5,0.75,0.0,0.3636,0.875,0.5,0.5377
5,Gradient Boosting,0.8333,0.4,0.8571,0.3333,0.0,0.0,0.0,1.0,1.0,0.3846,0.625,0.75,0.4,0.625,0.4286,0.625,1.0,0.8333,0.4444,0.8,1.0,0.375,1.0,0.4545,0.625,1.0,0.6075
5,MLP Neural Network,0.6667,0.6,0.8571,0.5,0.2,0.5,0.0,0.5,0.0,0.6923,0.75,0.5,0.4,0.875,0.5714,0.75,1.0,0.5,0.4444,0.8,0.0,0.5,0.5,0.3636,0.75,1.0,0.5469
5,MLP (PyTorch),0.8333,0.8,0.8571,0.6667,0.0,0.5,0.0,1.0,0.0,0.6154,0.5,1.0,1.0,0.875,0.7143,0.875,1.0,0.6667,0.5556,0.8,0.5,0.625,1.0,0.4545,0.875,1.0,0.6813
5,CNN (PyTorch),0.8333,0.8,0.8571,0.6667,0.0,0.5,0.0,1.0,1.0,0.6154,0.75,0.75,1.0,0.75,0.7143,0.875,1.0,0.3333,0.6667,1.0,0.5,0.875,1.0,0.4545,0.625,1.0,0.7141
5,Fold_5_Avg,0.7592,0.6667,0.8095,0.4815,0.0222,0.1667,0.0,0.8333,0.5556,0.5299,0.6528,0.7778,0.6667,0.7361,0.4921,0.7917,0.8889,0.537,0.4691,0.8222,0.4444,0.5556,0.6667,0.4242,0.7222,0.8889,0.5908
6,SVM,0.5714,0.6667,0.875,0.1667,0.0,0.5,0.8333,0.5,1.0,0.8333,0.5,1.0,0.8571,1.0,0.75,0.7143,0.0,0.5556,0.25,1.0,0.5,0.5556,0.0,0.8333,0.2,1.0,0.6024
6,Decision Tree,0.2857,0.6667,0.625,0.3333,0.0,0.5,0.6667,0.5,1.0,0.8333,0.5,0.6667,0.5714,0.625,0.5,0.2857,0.0,0.3333,0.25,1.0,0.1667,0.3333,0.2,0.1667,0.8,1.0,0.4927
6,Random Forest,0.5714,0.8333,0.75,0.3333,0.0,0.5,0.8333,0.5,1.0,0.8333,0.625,1.0,0.8571,0.875,0.75,0.7143,0.3333,0.5556,0.75,1.0,0.5,0.5556,0.0,0.1667,0.4,1.0,0.6245
6,Logistic Regression,0.4286,0.5833,0.875,0.0,0.0,0.5,0.8333,0.0,1.0,0.8333,0.375,1.0,0.8571,1.0,0.5,0.7143,0.0,0.6667,0.5,1.0,0.1667,0.5556,0.0,0.5,0.4,1.0,0.5496
6,KNN,0.5714,0.6667,0.875,0.3333,1.0,0.5,0.8333,0.0,1.0,0.8333,0.5,1.0,0.5714,0.75,0.75,0.4286,0.0,0.3333,0.5,1.0,0.3333,0.5556,0.0,0.1667,0.2,1.0,0.5655
6,Gradient Boosting,0.7143,0.75,1.0,0.5,0.0,0.5,0.6667,0.5,1.0,1.0,0.375,0.6667,0.7143,0.75,0.75,0.5714,0.3333,0.3333,0.75,1.0,0.5,0.4444,0.2,0.3333,0.4,1.0,0.6059
6,MLP Neural Network,0.4286,0.6667,0.75,0.3333,1.0,0.5,0.8333,0.5,1.0,0.8333,0.375,0.6667,0.7143,1.0,0.5,0.8571,0.0,0.2222,0.75,1.0,0.5,0.6667,0.0,0.3333,0.2,1.0,0.6012
6,MLP (PyTorch),0.4286,0.5833,0.875,0.3333,0.0,0.5,0.8333,0.0,1.0,0.8333,0.375,1.0,0.8571,1.0,0.75,0.7143,0.3333,0.5556,0.5,1.0,0.5,0.6667,0.2,0.3333,0.4,1.0,0.5989
6,CNN (PyTorch),0.4286,0.5,0.875,0.1667,0.0,0.5,0.8333,0.5,1.0,0.8333,0.375,1.0,0.8571,1.0,0.75,0.5714,0.3333,0.6667,0.75,1.0,0.1667,0.7778,0.2,0.3333,0.4,1.0,0.6084
6,Fold_6_Avg,0.4921,0.6574,0.8333,0.2778,0.2222,0.5,0.7963,0.3333,1.0,0.8518,0.4444,0.8889,0.7619,0.8889,0.6667,0.619,0.1481,0.4691,0.5556,1.0,0.3704,0.5679,0.0889,0.3518,0.3778,1.0,0.5832
7,SVM,0.1667,0.5714,0.6667,0.0,0.0,0.5,0.8,0.25,0.0,0.75,0.6667,,0.3333,0.5,0.3333,0.8333,0.25,0.7273,0.4,0.8333,0.375,0.2857,0.4,0.2,0.2,0.5,0.4217
7,Decision Tree,0.3333,0.8571,0.6667,0.25,0.0,0.0,0.4,0.75,1.0,0.25,0.6667,,0.3333,0.5,0.1667,0.8333,0.5,0.5455,0.4,0.5,0.375,0.4286,0.3,0.4,0.4,0.5,0.4542
7,Random Forest,0.0,0.7143,0.8333,0.75,0.0,1.0,0.6,0.5,1.0,0.5,0.6667,,0.3333,0.5,0.3333,1.0,0.25,0.8182,0.5,0.6667,0.5,0.2857,0.4,0.2,0.2,0.5,0.5221
7,Logistic Regression,0.0,0.2857,0.8333,0.25,0.0,0.5,0.6,0.5,1.0,0.75,0.6667,,0.3333,0.5,0.3333,0.6667,0.25,0.8182,0.3,0.75,0.25,0.1429,0.4,0.2,0.4,0.75,0.4592
7,KNN,0.0,0.7143,0.8333,0.5,0.0,0.5,0.6,0.5,0.0,0.75,0.8333,,0.3333,0.5,0.3333,1.0,0.25,0.6364,0.2,0.6667,0.375,0.1429,0.3,0.0,0.2,0.25,0.4167
7,Gradient Boosting,0.0,0.7143,0.5,0.5,0.0,1.0,0.6,0.75,1.0,0.75,0.8333,,0.6667,0.5,0.3333,1.0,0.0,0.7273,0.5,0.5833,0.375,0.2857,0.4,0.2,0.2,0.5,0.5168
7,MLP Neural Network,0.3333,0.7143,0.8333,0.5,0.0,0.5,0.6,0.75,1.0,0.75,0.8333,,0.6667,0.25,0.6667,1.0,0.25,0.7273,0.3,0.6667,0.375,0.2857,0.4,0.0,0.0,0.75,0.5261
7,MLP (PyTorch),0.3333,0.5714,1.0,0.25,0.0,0.5,0.8,0.5,1.0,0.5,1.0,,0.3333,0.5,0.8333,1.0,0.25,0.8182,0.5,0.75,0.375,0.2857,0.4,0.4,0.2,0.75,0.5540
7,CNN (PyTorch),0.3333,0.5714,1.0,0.0,0.0,0.5,0.6,0.25,1.0,0.5,0.6667,,0.3333,0.5,0.6667,1.0,0.25,0.6364,0.3,0.8333,0.375,0.2857,0.8,0.4,0.4,0.75,0.5181
7,Fold_7_Avg,0.1667,0.6349,0.7963,0.3333,0.0,0.5556,0.6222,0.5278,0.7778,0.6111,0.7593,,0.4074,0.4722,0.4444,0.9259,0.25,0.7172,0.3778,0.6944,0.375,0.2698,0.4222,0.2222,0.2444,0.5833,0.4877
8,SVM,0.5455,0.5,0.8333,0.8,0.0,1.0,0.6,1.0,,0.6,0.75,1.0,0.4,0.7778,0.3333,0.8,0.0,0.5,0.4286,1.0,0.5,0.375,0.25,0.3333,0.8571,0.0,0.5674
8,Decision Tree,0.2727,0.5,0.6667,0.2,0.0,1.0,0.6,0.5,,0.6,0.25,1.0,0.3,0.5556,0.3333,0.8,0.0,0.375,0.2857,0.6667,0.0,0.5,0.25,0.0,0.4286,0.0,0.4034
8,Random Forest,0.4545,0.5,0.6667,0.6,0.0,0.5,0.6,1.0,,0.4,0.75,1.0,0.3,0.7778,0.6667,0.8,0.0,0.25,0.5714,0.8333,0.5,0.25,0.75,0.4444,0.7143,0.0,0.5332
8,Logistic Regression,0.4545,0.375,0.8333,0.2,0.0,1.0,0.6,1.0,,0.4,0.5,1.0,0.4,0.6667,0.3333,0.8,0.0,0.5,0.7143,0.6667,0.0,0.375,0.5,0.2222,0.5714,0.0,0.4845
8,KNN,0.5455,0.75,0.8333,0.8,0.25,1.0,0.6,1.0,,0.8,0.75,1.0,0.4,0.7778,1.0,0.8,0.0,0.125,0.7143,0.8333,0.5,0.25,0.25,0.2222,0.8571,0.0,0.6023
8,Gradient Boosting,0.5455,0.25,0.6667,0.4,0.0,0.5,0.4,1.0,,0.4,0.5,1.0,0.4,0.6667,0.6667,0.7,0.0,0.25,0.7143,1.0,0.0,0.25,0.5,0.2222,0.5714,0.0,0.4641
8,MLP Neural Network,0.4545,0.5,0.6667,0.8,0.25,1.0,0.6,1.0,,0.4,0.5,1.0,0.5,0.6667,0.6667,0.8,0.0,0.25,0.5714,0.6667,0.5,0.375,0.5,0.2222,1.0,0.0,0.5556
8,MLP (PyTorch),0.4545,0.5,0.8333,0.8,0.25,1.0,0.6,1.0,,0.6,0.75,1.0,0.5,0.6667,0.6667,0.9,0.0,0.5,0.7143,0.8333,0.5,0.375,0.5,0.2222,1.0,0.0,0.6066
8,CNN (PyTorch),0.6364,0.625,0.8333,0.8,0.25,1.0,0.6,1.0,,0.8,0.75,1.0,0.4,0.7778,0.6667,1.0,0.0,0.5,0.7143,0.8333,0.5,0.375,0.25,0.3333,1.0,0.0,0.6258
8,Fold_8_Avg,0.4848,0.5,0.7593,0.6,0.1111,0.8889,0.5778,0.9444,,0.5556,0.6111,1.0,0.4,0.7037,0.5926,0.8222,0.0,0.3611,0.6032,0.8148,0.3333,0.3472,0.4167,0.2469,0.7778,0.0,0.5381
9,SVM,1.0,0.75,0.0,0.5,0.0,0.0,1.0,0.5,1.0,0.1667,0.8571,1.0,0.2222,0.875,0.5,0.3333,0.0,0.375,0.0,1.0,0.5,0.375,0.1667,0.5556,0.5,0.5,0.4876
9,Decision Tree,0.7143,0.5,1.0,0.25,0.0,0.0,1.0,0.5,1.0,0.0,0.5714,0.875,0.2222,0.375,0.6667,0.3333,0.0,0.25,0.0,0.8571,0.5,0.125,0.0,0.5556,0.5,0.5,0.4344
9,Random Forest,0.7143,0.625,1.0,0.5,0.0,0.0,1.0,0.5,1.0,0.0,0.8571,1.0,0.3333,0.375,0.6667,0.3333,0.125,0.375,0.5,0.8571,0.3333,0.375,0.0,0.5556,0.5,0.5,0.5010
9,Logistic Regression,0.7143,0.625,0.0,0.25,0.0,0.0,1.0,0.5,0.0,0.3333,0.5714,1.0,0.3333,0.75,0.6667,0.6667,0.125,0.375,0.0,0.7143,0.1667,0.25,0.1667,0.7778,0.6667,0.5,0.4290
9,KNN,1.0,0.875,0.0,0.375,0.0,0.0,0.6667,0.5,1.0,0.3333,0.7143,1.0,0.2222,0.5,0.5,0.3333,0.25,0.625,0.0,0.8571,0.0,0.625,0.0,0.3333,0.5,0.5,0.4504
9,Gradient Boosting,1.0,0.625,0.0,0.5,0.0,0.0,0.6667,0.5,1.0,0.1667,0.5714,1.0,0.2222,0.5,0.5,0.3333,0.25,0.5,0.0,0.7143,0.3333,0.625,0.1667,0.5556,0.6667,0.0,0.4383
9,MLP Neural Network,1.0,0.625,0.0,0.5,0.5,0.0,1.0,0.5,1.0,0.1667,0.8571,0.875,0.2222,0.375,0.3333,0.3333,0.25,0.625,0.5,0.5714,0.5,0.5,0.0,0.5556,0.5,0.5,0.4919
9,MLP (PyTorch),1.0,0.625,1.0,0.5,0.0,0.0,1.0,0.5,1.0,0.3333,0.8571,1.0,0.5556,0.625,0.5,0.6667,0.375,0.375,0.0,0.8571,0.5,0.5,0.1667,0.7778,0.6667,0.5,0.5723
9,CNN (PyTorch),1.0,0.625,1.0,0.5,0.0,0.0,1.0,0.5,0.0,0.1667,1.0,1.0,0.6667,0.75,0.5,0.6667,0.5,0.5,0.0,0.7143,0.1667,0.625,0.0,0.8889,0.6667,0.5,0.5360
9,Fold_9_Avg,0.9048,0.6528,0.4444,0.4306,0.0556,0.0,0.9259,0.5,0.7778,0.1852,0.7619,0.9722,0.3333,0.5694,0.537,0.4444,0.2083,0.4444,0.1111,0.7936,0.3333,0.4444,0.0741,0.6173,0.5741,0.4444,0.4823
10,SVM,1.0,0.875,0.75,0.6667,0.0,0.75,1.0,0.25,1.0,0.5455,1.0,1.0,0.875,0.75,0.3333,1.0,0.0,0.6667,0.3333,1.0,0.5,0.3333,0.0,0.4,0.4286,0.75,0.6234
10,Decision Tree,0.4286,0.375,0.5,0.6667,0.0,0.5,0.7143,0.25,0.0,0.4545,0.2857,1.0,0.5,0.5,0.3333,0.6,0.0,0.5,0.1667,0.75,0.25,0.3333,0.0,0.2,0.2857,0.5,0.3882
10,Random Forest,0.8571,0.75,0.875,0.6667,0.0,0.75,0.7143,0.25,1.0,0.6364,0.5714,1.0,0.5,0.6667,0.0,1.0,0.0,0.8333,0.3333,1.0,0.25,0.1667,0.0,0.4,0.4286,0.75,0.5538
10,Logistic Regression,0.8571,0.5,0.875,0.0,0.0,0.25,0.7143,0.25,1.0,0.4545,1.0,1.0,0.5,0.6667,0.3333,0.4,0.0,0.6667,0.3333,1.0,0.5,0.3333,0.0,0.6,0.7143,0.5,0.5172
10,KNN,0.7143,0.75,1.0,0.6667,0.0,0.75,0.8571,0.5,1.0,0.6364,0.8571,1.0,0.25,0.6667,0.3333,0.8,0.0,0.5,0.3333,1.0,0.5,0.3333,0.0,0.4,0.4286,0.5,0.5683
10,Gradient Boosting,0.8571,0.625,0.625,0.6667,0.0,0.75,0.5714,0.25,1.0,0.5455,0.5714,1.0,0.5,0.5833,0.0,0.8,0.0,0.5,0.5,0.875,0.25,0.1667,0.0,0.6,0.4286,0.25,0.4968
10,MLP Neural Network,0.7143,0.625,0.875,0.3333,0.0,0.75,0.5714,0.25,0.0,0.6364,0.8571,1.0,0.625,0.5,0.0,1.0,0.0,0.8333,0.3333,1.0,0.0,0.3333,0.0,0.6,0.4286,0.75,0.5006
10,MLP (PyTorch),0.7143,0.75,0.875,0.6667,0.0,0.75,1.0,0.25,1.0,0.5455,1.0,1.0,0.875,0.75,0.3333,1.0,0.3333,0.6667,0.5,1.0,0.5,0.3333,0.0,0.8,0.5714,0.75,0.6525
10,CNN (PyTorch),1.0,0.75,0.75,0.6667,0.0,0.75,1.0,0.25,1.0,0.6364,0.8571,1.0,0.875,0.75,0.0,1.0,0.3333,0.6667,0.3333,1.0,0.75,0.3333,0.0,0.6,0.7143,0.75,0.6449
10,Fold_10_Avg,0.7936,0.6667,0.7917,0.5556,0.0,0.6667,0.7936,0.2778,0.7778,0.5657,0.7778,1.0,0.6111,0.6482,0.1852,0.8444,0.0741,0.6482,0.3518,0.9583,0.3889,0.2963,0.0,0.5111,0.4921,0.6111,0.5495
,CNN (PyTorch)_Avg,0.7196,0.6005,0.8359,0.4376,0.125,0.495,0.75,0.5817,0.5625,0.6187,0.7173,0.9,0.7199,0.7903,0.5298,0.8026,0.2917,0.5678,0.4086,0.9214,0.4375,0.6822,0.3567,0.4834,0.5502,0.5267,0.5915
,Decision Tree_Avg,0.382,0.4866,0.664,0.3343,0.0,0.39,0.5614,0.4517,0.5938,0.4044,0.4976,0.8935,0.4844,0.5097,0.4095,0.6232,0.245,0.2754,0.211,0.7874,0.3575,0.3829,0.2783,0.307,0.4444,0.43,0.4355
,Gradient Boosting_Avg,0.6129,0.5681,0.7142,0.4786,0.0,0.415,0.5872,0.6425,0.875,0.5168,0.5905,0.8852,0.5437,0.6583,0.4145,0.6746,0.3033,0.4477,0.4391,0.8273,0.3958,0.4922,0.3967,0.4199,0.4588,0.365,0.5234
,KNN_Avg,0.6605,0.7264,0.8217,0.5956,0.125,0.51,0.7224,0.49,0.4375,0.6318,0.7262,0.9,0.466,0.6111,0.5536,0.7025,0.3783,0.4261,0.2742,0.879,0.3708,0.5257,0.1667,0.3138,0.4668,0.365,0.5317
,Logistic Regression_Avg,0.6288,0.4719,0.7658,0.11,0.0,0.41,0.7214,0.5692,0.7812,0.5219,0.5393,0.9,0.619,0.7208,0.4928,0.6782,0.0375,0.6277,0.3635,0.8231,0.275,0.4557,0.3017,0.4327,0.4657,0.5183,0.5049
,MLP (PyTorch)_Avg,0.6395,0.6413,0.8807,0.4226,0.025,0.52,0.7533,0.5692,0.5625,0.592,0.6363,0.95,0.6954,0.725,0.6131,0.7941,0.2792,0.5832,0.3591,0.8874,0.4875,0.5511,0.3967,0.4612,0.557,0.45,0.5766
,MLP Neural Network_Avg,0.6026,0.6023,0.7316,0.4895,0.2617,0.605,0.6905,0.5942,0.5312,0.5431,0.6887,0.8213,0.5112,0.6333,0.4271,0.762,0.32,0.5408,0.3988,0.8538,0.3575,0.5761,0.31,0.4084,0.5206,0.5267,0.5494
