Fold,Model,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,Fold_Model_Avg
2,Decision Tree,0.8333,0.625,0.75,0.3333,0.3333,0.5,0.6,0.625,,0.4286,0.6667,0.75,1.0,0.8333,1.0,0.6,0.3333,0.5,0.4286,0.8333,0.25,1.0,0.5,0.6667,0.625,0.6667,0.6273
2,Random Forest,1.0,0.875,1.0,0.6667,0.3333,1.0,1.0,1.0,,1.0,0.8333,0.75,1.0,1.0,1.0,0.8,0.6667,0.75,0.5714,1.0,1.0,1.0,0.8333,1.0,0.875,1.0,0.8782
2,Logistic Regression,0.9167,0.75,1.0,0.5,0.3333,0.5,1.0,0.875,,0.7143,0.5,0.75,1.0,1.0,1.0,0.8,0.3333,0.875,0.7143,0.8333,0.75,1.0,0.6667,0.6667,0.875,1.0,0.7741
2,KNN,0.9167,1.0,1.0,0.8333,0.6667,0.5,1.0,0.875,,0.7143,0.6667,0.75,1.0,1.0,1.0,0.6,0.3333,0.625,0.7143,1.0,0.75,1.0,0.8333,0.8333,0.75,1.0,0.8145
2,Gradient Boosting,0.75,0.75,1.0,0.6667,0.3333,0.5,1.0,1.0,,0.7143,0.5,0.75,1.0,1.0,1.0,0.8,0.3333,0.625,0.8571,1.0,1.0,0.8,0.3333,1.0,0.875,0.8333,0.7769
2,MLP Neural Network,0.8333,0.75,1.0,0.8333,0.3333,1.0,1.0,0.875,,1.0,0.8333,0.75,1.0,1.0,1.0,0.8,0.6667,0.75,0.7143,1.0,1.0,1.0,0.6667,0.6667,0.625,1.0,0.8439
2,MLP (PyTorch),1.0,0.875,1.0,0.3333,0.3333,0.5,1.0,0.875,,0.8571,0.5,0.75,1.0,1.0,1.0,0.6,0.0,0.875,0.7143,1.0,1.0,0.8,0.6667,0.6667,0.875,1.0,0.7689
2,CNN (PyTorch),1.0,0.875,1.0,0.5,0.6667,0.5,1.0,0.875,,0.8571,0.5,0.75,1.0,1.0,1.0,1.0,0.6667,1.0,0.7143,1.0,1.0,0.8,0.6667,0.5,0.875,0.8333,0.8232
2,Fold_2_Avg,0.9167,0.8194,0.9722,0.5926,0.4074,0.6111,0.9556,0.875,,0.7936,0.5926,0.75,1.0,0.963,1.0,0.7333,0.4444,0.7639,0.6825,0.963,0.8611,0.9333,0.6667,0.7593,0.8056,0.9259,0.7915
3,SVM,0.8333,0.75,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.7143,0.7143,1.0,1.0,1.0,0.4,0.7857,0.75,0.6667,1.0,1.0,1.0,0.5,1.0,0.9,1.0,1.0,0.8723
3,Decision Tree,0.75,0.375,0.6,0.6,0.0,0.5,1.0,0.6667,0.5,0.7143,0.8571,0.8,1.0,1.0,0.2,0.9286,0.5,0.0,0.0,0.8333,1.0,0.75,0.25,0.5,0.4286,1.0,0.6059
3,Random Forest,1.0,0.875,1.0,0.8,0.0,1.0,1.0,0.5,1.0,0.8571,1.0,1.0,0.6667,1.0,0.6,1.0,1.0,0.3333,0.5,1.0,1.0,0.75,1.0,0.7,1.0,1.0,0.8301
3,Logistic Regression,0.8333,0.75,0.8,0.8,1.0,1.0,1.0,0.5,1.0,0.5714,0.5714,1.0,0.6667,1.0,0.6,0.8571,0.75,0.3333,0.5,1.0,1.0,0.5,1.0,0.8,0.8571,1.0,0.7958
3,KNN,0.9167,0.75,1.0,1.0,0.0,1.0,1.0,0.3333,1.0,0.8571,0.5714,1.0,1.0,1.0,0.6,0.9286,0.5,0.0,0.5,1.0,1.0,0.75,1.0,0.7,0.7143,1.0,0.7739
3,Gradient Boosting,1.0,0.75,1.0,0.8,1.0,1.0,1.0,0.1667,1.0,1.0,0.7143,0.6,0.6667,1.0,0.0,0.9286,0.75,0.6667,1.0,1.0,1.0,0.625,0.75,0.6,1.0,1.0,0.8084
3,MLP Neural Network,0.8333,0.75,1.0,0.8,0.0,1.0,1.0,0.8333,1.0,0.8571,0.7143,0.8,0.6667,1.0,0.6,1.0,0.75,0.0,0.0,1.0,1.0,0.75,0.5,0.7,0.8571,1.0,0.7466
3,MLP (PyTorch),0.8333,0.75,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.7143,0.8571,1.0,1.0,1.0,0.6,0.9286,0.75,0.3333,0.5,1.0,1.0,0.75,1.0,0.8,1.0,1.0,0.8647
3,CNN (PyTorch),0.9167,0.875,1.0,1.0,1.0,1.0,1.0,0.8333,1.0,0.7143,0.8571,1.0,0.6667,1.0,0.8,0.9286,1.0,0.6667,1.0,0.6667,1.0,0.75,1.0,0.5,1.0,1.0,0.8913
3,Fold_3_Avg,0.8796,0.7361,0.9333,0.8667,0.5556,0.9444,1.0,0.5741,0.9444,0.7778,0.7619,0.9111,0.8148,1.0,0.4889,0.9206,0.75,0.3333,0.5556,0.9444,1.0,0.6806,0.8333,0.6889,0.873,1.0,0.7988
4,SVM,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8571,0.5,1.0,0.8,0.75,0.4,0.875,0.4,0.875,0.7143,1.0,0.6667,0.5,1.0,1.0,0.6667,1.0,0.8079
4,Decision Tree,0.6667,0.6667,0.7143,0.7143,0.0,0.0,0.8333,1.0,1.0,0.4286,0.75,0.75,0.5,0.625,0.4,0.625,0.0,0.5,0.5714,0.8333,0.3333,0.5,1.0,1.0,0.3333,1.0,0.6056
4,Random Forest,0.9167,1.0,0.8571,0.7143,0.0,1.0,0.8333,1.0,1.0,0.8571,0.5,1.0,1.0,0.875,0.4,0.75,0.4,0.875,0.7143,1.0,0.6667,1.0,0.3333,1.0,0.8333,1.0,0.7895
4,Logistic Regression,1.0,1.0,1.0,0.8571,0.0,0.5,1.0,0.75,1.0,0.8571,0.5,1.0,0.8,0.75,0.4,0.875,0.0,0.875,0.7143,1.0,0.6667,1.0,0.6667,1.0,0.8333,1.0,0.7710
4,KNN,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0,0.8571,1.0,0.75,0.7,0.875,0.4,0.75,0.2,0.875,0.8571,1.0,0.3333,0.5,0.6667,0.8571,0.6667,1.0,0.7707
4,Gradient Boosting,0.75,1.0,1.0,0.5714,0.0,0.5,0.8333,1.0,1.0,0.7143,0.75,1.0,0.8,0.625,0.6,0.75,0.2,0.875,0.7143,1.0,0.6667,0.5,0.3333,1.0,0.8333,1.0,0.7314
4,MLP Neural Network,1.0,1.0,1.0,0.7143,0.0,1.0,0.6667,0.75,1.0,0.7143,0.5,1.0,0.9,0.75,0.6,0.875,0.0,0.875,0.8571,1.0,0.3333,0.5,0.3333,0.8571,0.6667,1.0,0.7266
4,MLP (PyTorch),1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8571,0.5,0.75,0.9,0.75,0.8,0.875,0.6,1.0,0.7143,1.0,1.0,1.0,1.0,1.0,0.8333,1.0,0.8685
4,CNN (PyTorch),0.9167,1.0,1.0,0.8571,0.0,1.0,1.0,0.75,1.0,1.0,1.0,0.75,0.9,0.875,0.8,0.875,0.6,1.0,0.7143,1.0,1.0,1.0,0.6667,0.8571,0.8333,1.0,0.8614
4,Fold_4_Avg,0.9167,0.963,0.9524,0.8254,0.0,0.7778,0.9074,0.8889,1.0,0.7936,0.6667,0.8889,0.8111,0.7639,0.5333,0.8056,0.2667,0.8611,0.7302,0.9815,0.6296,0.7222,0.6667,0.9524,0.7222,1.0,0.7703
5,SVM,1.0,0.8,0.8571,1.0,0.8,0.5,1.0,1.0,1.0,0.6923,0.875,1.0,0.8,1.0,0.8571,0.75,0.0,0.8333,0.5556,1.0,1.0,0.75,1.0,0.7273,1.0,1.0,0.8384
5,Decision Tree,1.0,0.2,0.7143,0.3333,0.6,0.5,0.0,1.0,1.0,0.4615,0.875,0.75,0.8,0.75,0.4286,1.0,0.0,0.6667,0.4444,0.4,1.0,1.0,0.5,0.7273,0.375,0.5,0.6164
5,Random Forest,1.0,0.6,0.8571,1.0,0.6,0.5,1.0,1.0,1.0,0.6923,1.0,1.0,0.8,1.0,0.8571,0.875,0.0,0.8333,0.7778,1.0,1.0,0.875,1.0,0.8182,1.0,1.0,0.8495
5,Logistic Regression,0.8333,0.8,0.8571,0.8333,0.8,0.5,0.0,1.0,1.0,0.6154,1.0,1.0,0.8,1.0,1.0,0.5,0.0,0.8333,0.5556,1.0,0.5,0.625,1.0,0.5455,1.0,1.0,0.7538
5,KNN,1.0,0.8,1.0,1.0,0.6,0.5,1.0,0.5,1.0,0.7692,1.0,1.0,1.0,1.0,1.0,0.875,0.0,0.8333,0.6667,1.0,1.0,0.75,1.0,0.6364,1.0,1.0,0.8435
5,Gradient Boosting,0.8333,0.8,0.8571,0.8333,0.4,0.0,0.0,1.0,1.0,0.6154,0.875,0.75,1.0,1.0,0.2857,1.0,0.0,0.8333,0.4444,1.0,1.0,1.0,1.0,0.9091,0.875,0.5,0.7235
5,MLP Neural Network,1.0,0.6,0.8571,0.8333,1.0,0.5,1.0,1.0,1.0,0.6923,1.0,1.0,0.8,1.0,0.8571,0.75,0.0,0.8333,0.6667,1.0,1.0,0.625,1.0,0.7273,1.0,1.0,0.8362
5,MLP (PyTorch),1.0,0.8,0.8571,1.0,1.0,0.5,1.0,1.0,1.0,0.7692,1.0,1.0,1.0,1.0,1.0,0.875,1.0,0.8333,0.7778,1.0,1.0,0.75,1.0,0.6364,1.0,1.0,0.9153
5,CNN (PyTorch),1.0,0.8,0.8571,1.0,1.0,0.5,1.0,1.0,1.0,0.9231,1.0,1.0,1.0,1.0,1.0,0.875,0.0,0.8333,0.7778,1.0,1.0,0.75,1.0,0.7273,0.875,1.0,0.8815
5,Fold_5_Avg,0.963,0.6889,0.8571,0.8704,0.7556,0.4444,0.6667,0.9444,1.0,0.6923,0.9583,0.9444,0.8889,0.9722,0.8095,0.8333,0.1111,0.8148,0.6296,0.9333,0.9444,0.7917,0.9444,0.7172,0.9028,0.8889,0.8065
6,SVM,0.8571,0.9167,1.0,1.0,1.0,0.5,0.8333,1.0,1.0,0.8333,0.875,1.0,1.0,1.0,0.75,0.8571,0.3333,0.7778,0.75,1.0,0.3333,0.8889,0.6,0.6667,0.6,1.0,0.8220
6,Decision Tree,0.5714,0.75,0.75,0.5,1.0,0.5,0.8333,0.5,1.0,0.6667,0.375,1.0,0.5714,0.75,0.75,0.5714,0.3333,0.7778,0.75,0.5,0.3333,0.5556,0.4,0.6667,0.8,0.0,0.6233
6,Random Forest,1.0,0.9167,1.0,1.0,1.0,0.5,0.8333,1.0,1.0,0.6667,0.875,1.0,1.0,0.875,0.75,1.0,0.3333,0.8889,1.0,1.0,0.5,1.0,0.6,0.6667,0.8,1.0,0.8541
6,Logistic Regression,1.0,0.9167,1.0,0.6667,1.0,0.5,0.8333,1.0,0.0,0.8333,0.875,1.0,1.0,1.0,0.75,0.7143,0.3333,0.7778,1.0,1.0,0.5,1.0,0.8,0.6667,0.8,1.0,0.8064
6,KNN,1.0,0.9167,1.0,1.0,1.0,0.5,0.8333,1.0,1.0,0.8333,0.875,1.0,1.0,1.0,0.75,0.8571,0.6667,0.5556,1.0,1.0,0.5,0.8889,0.6,0.8333,0.6,1.0,0.8542
6,Gradient Boosting,1.0,1.0,0.75,0.6667,1.0,0.0,0.8333,1.0,1.0,0.6667,0.75,1.0,1.0,0.875,0.75,0.8571,0.3333,0.7778,1.0,1.0,0.3333,0.8889,0.6,0.6667,0.8,1.0,0.7903
6,MLP Neural Network,0.8571,0.9167,0.875,1.0,1.0,0.5,0.8333,0.5,1.0,0.6667,0.75,1.0,1.0,0.875,0.75,0.5714,0.6667,0.8889,1.0,1.0,0.5,1.0,0.8,0.6667,0.8,1.0,0.8237
6,MLP (PyTorch),1.0,1.0,1.0,0.6667,1.0,0.5,1.0,1.0,1.0,0.8333,0.75,1.0,1.0,1.0,0.75,0.8571,1.0,0.7778,1.0,1.0,0.5,1.0,1.0,0.8333,0.8,1.0,0.8949
6,CNN (PyTorch),0.8571,1.0,1.0,1.0,1.0,0.5,0.8333,1.0,1.0,0.8333,0.875,1.0,1.0,1.0,0.75,0.7143,0.6667,0.6667,1.0,1.0,0.3333,1.0,1.0,0.8333,0.8,1.0,0.8717
6,Fold_6_Avg,0.9047,0.9259,0.9306,0.8333,1.0,0.4444,0.8518,0.8889,0.8889,0.7593,0.7778,1.0,0.9524,0.9306,0.75,0.7778,0.5185,0.7655,0.9444,0.9444,0.4259,0.9136,0.7111,0.7222,0.7556,0.8889,0.8156
7,SVM,0.8333,1.0,0.8333,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.6667,,1.0,0.5,0.3333,0.8333,0.0,1.0,0.6,0.8333,0.5,0.5714,1.0,0.8,0.4,0.75,0.7182
7,Decision Tree,0.3333,0.5714,0.6667,0.5,0.0,0.5,1.0,0.75,1.0,0.5,0.6667,,0.6667,0.5,0.6667,1.0,0.25,0.5455,0.5,0.5833,0.375,0.4286,0.2,0.8,0.4,0.5,0.5562
7,Random Forest,0.8333,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.8333,,1.0,0.5,0.6667,1.0,0.5,1.0,0.7,0.8333,0.625,0.7143,1.0,0.8,0.6,1.0,0.8042
7,Logistic Regression,0.6667,1.0,0.8333,0.75,0.0,0.5,1.0,0.75,1.0,1.0,0.5,,1.0,0.5,0.3333,1.0,0.25,0.9091,0.6,0.9167,0.375,0.5714,1.0,0.8,0.4,0.5,0.6862
7,KNN,0.8333,1.0,1.0,1.0,0.0,0.5,1.0,0.75,1.0,1.0,1.0,,1.0,0.5,0.6667,1.0,0.0,1.0,0.8,0.75,0.625,0.5714,1.0,0.8,0.4,0.75,0.7579
7,Gradient Boosting,0.6667,0.7143,0.8333,0.75,0.5,0.5,0.8,1.0,1.0,1.0,0.5,,1.0,0.5,0.6667,0.8333,0.0,0.8182,0.7,0.75,0.625,0.4286,0.5,0.8,0.6,0.75,0.6894
7,MLP Neural Network,0.6667,1.0,0.8333,1.0,0.0,0.5,1.0,0.75,1.0,0.75,1.0,,1.0,0.5,0.6667,1.0,0.25,1.0,0.7,0.8333,0.75,0.7143,1.0,0.8,0.6,0.75,0.7626
7,MLP (PyTorch),0.6667,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,0.75,0.5,1.0,0.75,1.0,0.6,0.9167,0.5,0.8571,1.0,0.8,0.4,1.0,0.8296
7,CNN (PyTorch),0.8333,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,1.0,,1.0,0.75,0.6667,1.0,0.75,1.0,0.6,1.0,0.75,0.8571,1.0,0.8,0.6,1.0,0.8743
7,Fold_7_Avg,0.7037,0.9206,0.8889,0.8889,0.1667,0.5556,0.9778,0.8889,1.0,0.8889,0.7963,,0.963,0.5556,0.5741,0.963,0.3056,0.9192,0.6444,0.8241,0.5694,0.6349,0.8556,0.8,0.4889,0.7778,0.7421
8,SVM,0.8182,1.0,0.8333,1.0,0.5,1.0,0.6,1.0,,1.0,1.0,1.0,1.0,0.8889,0.6667,0.9,0.5,0.75,0.7143,0.8333,0.5,0.375,0.75,0.7778,1.0,1.0,0.8163
8,Decision Tree,0.6364,0.5,1.0,0.4,0.5,1.0,0.6,1.0,,1.0,0.5,0.6667,0.5,0.5556,0.6667,0.7,0.0,0.375,0.5714,1.0,0.5,0.75,0.5,0.6667,0.5714,0.0,0.6064
8,Random Forest,1.0,1.0,1.0,0.8,0.5,1.0,0.6,1.0,,1.0,1.0,1.0,0.9,0.8889,0.6667,0.9,0.5,0.75,0.7143,0.8333,0.5,0.875,0.75,0.7778,1.0,1.0,0.8382
8,Logistic Regression,0.7273,0.75,0.6667,1.0,0.0,1.0,0.6,1.0,,1.0,1.0,1.0,0.8,0.7778,0.6667,0.8,0.0,0.625,0.7143,1.0,0.5,0.625,0.75,0.7778,1.0,1.0,0.7512
8,KNN,0.9091,1.0,1.0,1.0,0.25,1.0,0.6,1.0,,1.0,1.0,1.0,1.0,1.0,0.6667,0.9,0.5,0.75,0.7143,0.8333,1.0,0.625,1.0,0.7778,0.8571,1.0,0.8553
8,Gradient Boosting,0.7273,0.875,0.8333,0.8,0.25,1.0,0.6,1.0,,0.8,1.0,1.0,0.7,1.0,0.6667,0.8,0.5,0.5,0.7143,0.8333,0.5,0.75,0.5,0.8889,1.0,0.5,0.7496
8,MLP Neural Network,0.8182,0.625,1.0,0.8,0.25,1.0,0.6,1.0,,1.0,1.0,1.0,0.8,0.7778,0.6667,1.0,0.0,0.75,0.7143,1.0,0.5,0.625,0.75,0.8889,1.0,1.0,0.7826
8,MLP (PyTorch),0.9091,1.0,0.8333,1.0,0.75,1.0,0.6,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.875,0.8571,1.0,0.5,0.625,1.0,0.8889,1.0,1.0,0.8935
8,CNN (PyTorch),1.0,0.75,1.0,1.0,0.5,1.0,0.8,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.75,1.0,0.5556,1.0,1.0,0.9142
8,Fold_8_Avg,0.8384,0.8333,0.9074,0.8667,0.3889,1.0,0.6222,1.0,,0.9778,0.9444,0.963,0.8556,0.8766,0.7408,0.8889,0.3889,0.7083,0.746,0.9259,0.5556,0.6667,0.7778,0.7778,0.9365,0.8333,0.8008
9,SVM,1.0,1.0,1.0,0.75,0.5,1.0,1.0,1.0,1.0,0.6667,0.8571,1.0,0.6667,1.0,0.6667,1.0,0.375,0.75,0.0,1.0,0.5,0.5,0.8333,0.8889,0.8333,1.0,0.7995
9,Decision Tree,0.8571,0.375,0.0,0.375,0.0,1.0,0.3333,1.0,1.0,0.6667,0.5714,0.875,0.6667,0.75,0.5,0.6667,0.25,0.375,0.0,1.0,0.6667,0.375,0.3333,0.7778,0.3333,1.0,0.5672
9,Random Forest,1.0,1.0,1.0,0.625,0.5,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,0.7778,1.0,0.6667,1.0,0.5,0.625,0.5,1.0,1.0,0.75,0.6667,0.8889,0.6667,1.0,0.8397
9,Logistic Regression,1.0,1.0,0.0,0.75,0.5,1.0,1.0,1.0,0.0,0.6667,1.0,1.0,0.7778,0.875,0.6667,1.0,0.125,0.625,0.5,0.8571,0.3333,0.625,0.8333,1.0,0.6667,1.0,0.7231
9,KNN,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.7143,1.0,0.6667,0.875,0.5,0.6667,0.125,0.875,1.0,1.0,0.6667,0.625,0.8333,0.8889,0.5,1.0,0.7860
9,Gradient Boosting,1.0,0.875,1.0,0.5,0.5,0.0,1.0,0.5,0.0,0.8333,0.8571,1.0,0.6667,0.875,0.8333,1.0,0.25,0.75,0.5,0.7143,0.8333,0.625,0.6667,0.8889,0.6667,0.5,0.6860
9,MLP Neural Network,1.0,0.625,1.0,0.625,0.5,1.0,1.0,1.0,0.0,0.6667,0.7143,1.0,1.0,1.0,0.5,0.6667,0.125,0.75,1.0,0.8571,0.6667,0.75,0.5,0.8889,0.8333,1.0,0.7565
9,MLP (PyTorch),1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333,1.0,1.0,1.0,1.0,0.8333,0.6667,0.5,0.625,0.5,1.0,0.5,0.875,1.0,1.0,0.8333,1.0,0.8862
9,CNN (PyTorch),1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,0.7143,1.0,1.0,1.0,0.8333,0.6667,1.0,1.0,1.0,1.0,0.8333,0.875,1.0,0.8889,0.8333,1.0,0.9431
9,Fold_9_Avg,0.9841,0.8611,0.7778,0.6667,0.5556,0.8889,0.9259,0.9444,0.6667,0.7222,0.8254,0.9861,0.8025,0.9306,0.6667,0.8148,0.3611,0.7083,0.5556,0.9365,0.6667,0.6667,0.7407,0.9012,0.6852,0.9444,0.7764
10,SVM,1.0,1.0,1.0,1.0,0.0,0.75,1.0,1.0,1.0,0.8182,1.0,1.0,0.75,0.8333,0.0,1.0,0.0,0.8333,0.6667,1.0,0.75,0.1667,1.0,1.0,1.0,1.0,0.7911
10,Decision Tree,0.7143,0.875,0.875,0.3333,0.0,1.0,1.0,0.5,0.0,0.3636,0.7143,0.0,0.875,0.75,0.0,0.8,0.6667,0.8333,0.6667,0.875,0.75,0.6667,1.0,0.8,0.5714,1.0,0.6396
10,Random Forest,0.8571,1.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0,0.7273,1.0,1.0,1.0,0.8333,0.3333,1.0,0.6667,0.8333,0.8333,1.0,0.75,0.6667,1.0,1.0,1.0,1.0,0.8558
10,Logistic Regression,1.0,1.0,1.0,1.0,0.0,0.75,1.0,1.0,1.0,0.8182,0.7143,1.0,0.875,0.9167,0.0,0.8,0.0,0.8333,0.8333,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.8093
10,KNN,1.0,1.0,1.0,1.0,0.0,0.75,1.0,0.75,1.0,0.7273,1.0,0.0,0.75,0.8333,0.3333,1.0,0.6667,0.6667,0.6667,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.7748
10,Gradient Boosting,0.8571,1.0,1.0,1.0,0.0,0.75,0.7143,0.75,1.0,0.8182,0.8571,1.0,0.875,0.75,0.0,1.0,0.3333,0.6667,0.8333,0.875,0.75,0.1667,0.5,1.0,1.0,1.0,0.7499
10,MLP Neural Network,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0,0.9091,0.8571,1.0,0.75,0.9167,0.0,1.0,0.6667,0.8333,0.8333,1.0,0.75,0.8333,1.0,1.0,0.8571,1.0,0.8445
10,MLP (PyTorch),1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6667,1.0,0.6667,1.0,1.0,0.8333,1.0,1.0,1.0,1.0,0.8910
10,CNN (PyTorch),1.0,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,1.0,0.8333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9679
10,Fold_10_Avg,0.9365,0.9861,0.9861,0.8889,0.1111,0.8889,0.9683,0.8333,0.8889,0.798,0.9048,0.7778,0.875,0.8704,0.1481,0.9556,0.5185,0.8333,0.7593,0.9722,0.8611,0.5926,0.8889,0.9778,0.9365,1.0,0.8138
,CNN (PyTorch)_Avg,0.9524,0.92,0.9857,0.8499,0.7167,0.83,0.9633,0.9458,1.0,0.8856,0.878,0.9222,0.9367,0.925,0.8517,0.8893,0.7683,0.9167,0.8515,0.9467,0.7817,0.8782,0.9133,0.7234,0.8531,0.9833,0.8860
,Decision Tree_Avg,0.7077,0.5738,0.6979,0.4389,0.2933,0.61,0.72,0.7842,0.7812,0.6008,0.6809,0.6435,0.718,0.7264,0.5612,0.7558,0.3333,0.4907,0.4432,0.7658,0.5608,0.6693,0.5483,0.7177,0.4867,0.6667,0.6129
,Gradient Boosting_Avg,0.8442,0.8564,0.9274,0.7488,0.4483,0.485,0.7281,0.8017,0.875,0.794,0.7637,0.8556,0.8508,0.8375,0.5802,0.8969,0.37,0.6846,0.7638,0.9173,0.7308,0.6784,0.5583,0.8325,0.8221,0.8083,0.7470
,KNN_Avg,0.9576,0.9467,0.9909,0.9333,0.3517,0.735,0.9433,0.7758,1.0,0.8036,0.8661,0.8111,0.8917,0.8833,0.6917,0.8411,0.3992,0.6514,0.7669,0.9583,0.7475,0.721,0.8433,0.8041,0.7345,0.975,0.8071
,Logistic Regression_Avg,0.8977,0.8967,0.8157,0.8057,0.4133,0.705,0.8433,0.8675,0.75,0.7854,0.7494,0.95,0.852,0.8444,0.6417,0.818,0.2792,0.7687,0.6882,0.9607,0.6225,0.7446,0.8517,0.7971,0.8146,0.95,0.7727
,MLP (PyTorch)_Avg,0.9123,0.92,0.969,0.83,0.5833,0.78,0.96,0.9342,0.9375,0.8642,0.8274,0.9222,0.97,0.9125,0.6483,0.8469,0.6767,0.8319,0.7205,0.9917,0.74,0.849,0.9467,0.834,0.8599,1.0,0.8553
,MLP Neural Network_Avg,0.9009,0.8267,0.9474,0.8406,0.3583,0.83,0.91,0.8458,0.875,0.8034,0.8036,0.9278,0.8717,0.857,0.564,0.8663,0.4125,0.7014,0.7236,0.969,0.71,0.7798,0.735,0.791,0.8096,0.975,0.7926
,Random Forest_Avg,0.9607,0.9267,0.9623,0.8506,0.3433,0.83,0.9267,0.925,1.0,0.8245,0.8875,0.9722,0.8944,0.8972,0.6941,0.9325,0.5567,0.7889,0.7186,0.9667,0.7642,0.8631,0.7983,0.8366,0.8489,1.0,0.8433
