Fold,Model,a,b,c,d,e,f,g,h,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,Fold_Model_Avg,i
3,KNN,0.8333,0.8889,0.8,1.0,1.0,1.0,0.8571,0.8333,1.0,0.875,1.0,1.0,1.0,0.3333,1.0,0.875,0.875,0.8462,0.3333,0.2857,0.75,1.0,0.6667,0.5,1.0,0.7905,0.0
3,Gradient Boosting,0.6667,0.8889,0.8,1.0,1.0,1.0,0.7143,0.3333,0.5,0.75,0.8,0.9,1.0,0.3333,0.75,0.75,0.75,0.6923,0.3333,0.5714,0.75,1.0,0.1667,0.75,1.0,0.7000,0.0
3,MLP Neural Network,0.8333,0.8889,1.0,1.0,1.0,1.0,0.8571,1.0,1.0,1.0,1.0,0.9,1.0,0.6667,0.875,0.875,0.75,0.9231,0.3333,0.2857,1.0,1.0,0.3333,0.25,1.0,0.7989,0.0
3,MLP (PyTorch),0.8333,1.0,1.0,1.0,1.0,1.0,0.8571,1.0,0.75,1.0,1.0,0.7,1.0,1.0,0.875,0.875,0.75,0.9231,1.0,0.4286,0.75,1.0,0.5,0.75,1.0,0.8458,0.0
3,CNN (PyTorch),0.8333,0.8889,1.0,1.0,1.0,1.0,0.8571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.875,1.0,0.7692,0.3333,0.5714,1.0,1.0,0.5,1.0,1.0,0.8655,0.0
3,Fold_3_Avg,0.8148,0.8889,0.8889,1.0,1.0,1.0,0.8254,0.8333,0.8333,0.8472,0.8889,0.9111,1.0,0.7778,0.8472,0.8333,0.75,0.8376,0.4074,0.3492,0.8333,0.9778,0.3889,0.5833,1.0,0.7815,0.0
4,SVM,0.8,1.0,0.6,1.0,0.9091,0.75,1.0,0.5,1.0,0.7,0.875,0.8571,0.8571,0.5714,1.0,1.0,0.4286,0.5,0.2,0.5,1.0,0.8,0.8,0.8,0.0,0.7379,
4,Decision Tree,0.6,0.5,0.6,0.6667,0.4545,0.75,0.2857,0.5,1.0,0.3,0.625,0.2857,0.7143,0.5714,0.8,0.8571,0.4286,0.25,0.4,0.5,0.75,0.4,0.6,0.6,0.0,0.5376,
4,Random Forest,0.8,1.0,0.8,1.0,0.8182,0.75,0.8571,1.0,1.0,0.7,0.875,0.8571,0.7143,0.5714,1.0,1.0,0.5714,0.5,0.2,1.0,1.0,0.8,0.8,0.8,0.0,0.7766,
4,Logistic Regression,0.6,1.0,0.6,1.0,0.9091,0.75,1.0,0.5,0.8,0.7,0.875,0.7143,0.8571,0.8571,1.0,0.8571,0.7143,0.5,0.2,0.5,0.75,0.8,0.8,0.8,0.0,0.7234,
4,KNN,0.8,0.875,0.6,1.0,0.9091,0.75,1.0,0.5,0.8,0.7,0.875,1.0,0.8571,0.7143,1.0,0.7143,0.5714,0.5,0.2,0.5,1.0,0.8,0.8,0.8,1.0,0.7706,
4,Gradient Boosting,0.6,1.0,0.8,1.0,0.6364,0.5,0.5714,0.5,1.0,0.8,0.5,0.5714,0.5714,0.7143,1.0,1.0,0.2857,0.5,0.0,0.5,0.75,0.8,0.8,0.6,0.0,0.6400,
4,MLP Neural Network,0.8,1.0,0.6,1.0,0.9091,0.75,1.0,0.5,1.0,0.7,0.625,0.7143,0.8571,0.7143,1.0,0.7143,0.7143,0.75,0.4,0.5,0.75,0.8,1.0,0.6,0.0,0.7359,
4,MLP (PyTorch),0.6,1.0,1.0,1.0,0.9091,0.75,1.0,1.0,0.8,0.9,0.75,0.8571,1.0,0.7143,1.0,1.0,0.8571,0.75,0.2,0.5,1.0,0.8,0.8,0.8,1.0,0.8395,
4,CNN (PyTorch),0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.875,0.8571,1.0,0.5714,1.0,1.0,0.7143,0.5,0.6,0.5,1.0,1.0,0.8,0.8,1.0,0.8607,
4,Fold_4_Avg,0.7111,0.9306,0.7111,0.963,0.8283,0.75,0.8571,0.6667,0.9333,0.6889,0.7639,0.746,0.8254,0.6667,0.9778,0.9048,0.5873,0.5278,0.2667,0.5556,0.8889,0.7778,0.8,0.7333,0.3333,0.7358,
5,SVM,0.6364,1.0,0.8571,0.8,0.7143,1.0,0.5,1.0,0.8889,0.6,1.0,0.75,0.0,1.0,1.0,0.8889,0.6667,1.0,0.5,0.4,1.0,0.6,0.75,0.9091,0.8333,0.7718,
5,Decision Tree,0.5455,1.0,0.7143,0.6,0.4286,0.0,0.25,0.625,1.0,0.6,0.6667,0.75,1.0,0.0,0.5714,0.8889,0.6667,0.5,0.0,0.2,0.8333,0.2,0.5833,0.7273,0.6667,0.5607,
5,Random Forest,0.7273,1.0,0.8571,0.8,0.7143,1.0,0.5,1.0,0.8889,0.6,1.0,1.0,0.0,1.0,1.0,0.8889,1.0,1.0,0.5,0.4,0.8333,0.8,0.9167,0.9091,0.8333,0.8068,
5,Logistic Regression,0.7273,0.8571,1.0,0.8,0.5714,1.0,0.5,1.0,0.6667,0.6,1.0,0.75,1.0,1.0,1.0,0.8889,1.0,1.0,0.5,0.4,1.0,0.8,0.75,0.8182,0.8333,0.8185,
5,KNN,0.9091,1.0,1.0,0.8,0.7143,1.0,0.75,1.0,1.0,0.6,1.0,0.75,0.0,1.0,1.0,0.8889,0.6667,1.0,1.0,0.6,0.8333,0.6,0.9167,0.7273,1.0,0.8303,
5,Gradient Boosting,0.5455,1.0,0.8571,0.8,0.5714,1.0,0.0,1.0,0.7778,0.8,0.6667,0.75,1.0,0.0,0.8571,0.8889,1.0,1.0,0.0,0.8,1.0,0.6,1.0,0.6364,0.6667,0.7287,
5,MLP Neural Network,0.7273,1.0,1.0,0.8,0.7143,1.0,0.75,1.0,1.0,0.8,1.0,1.0,1.0,0.0,1.0,0.8889,1.0,1.0,1.0,0.4,1.0,0.6,0.9167,0.6364,1.0,0.8493,
5,MLP (PyTorch),1.0,0.8571,1.0,0.8,0.7143,1.0,0.75,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.8889,1.0,1.0,0.5,0.8,1.0,0.8,0.8333,0.9091,1.0,0.9061,
5,CNN (PyTorch),1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.8889,1.0,1.0,1.0,0.4,1.0,0.8,0.9167,0.9091,1.0,0.9406,
5,Fold_5_Avg,0.7576,0.9682,0.9206,0.7778,0.6825,0.8889,0.5556,0.9583,0.9136,0.6889,0.9259,0.8611,0.6667,0.6667,0.9365,0.8889,0.8889,0.9444,0.5556,0.4889,0.9444,0.6444,0.8426,0.798,0.8704,0.8014,
6,SVM,1.0,0.75,0.2,0.7143,1.0,0.4,1.0,,0.7143,1.0,0.75,0.9231,0.5,0.6,0.8,0.75,1.0,0.7143,1.0,0.2,1.0,0.5455,0.7778,1.0,1.0,0.7336,0.0
6,Decision Tree,0.6154,0.75,0.2,0.8571,1.0,0.6,1.0,,0.8571,0.4,0.75,0.6923,0.5,0.4,0.6,0.5,0.75,0.5714,0.5,0.4,0.5714,0.5455,0.5556,0.5,1.0,0.6313,0.6667
6,Random Forest,0.9231,0.75,0.6,0.7143,1.0,0.4,1.0,,0.8571,1.0,0.75,0.8462,0.8333,0.6,0.9,0.75,1.0,0.7143,1.0,0.4,0.8571,0.7273,0.7778,1.0,1.0,0.7760,0.0
6,Logistic Regression,0.6923,0.75,0.8,0.7143,1.0,0.6,0.0,,0.7143,1.0,0.75,0.9231,0.6667,0.6,0.8,0.75,0.75,0.7143,1.0,0.4,0.8571,0.5455,0.6667,1.0,1.0,0.7078,0.0
6,KNN,1.0,0.5,0.8,0.7143,1.0,0.6,0.0,,0.8571,1.0,0.5,0.7692,0.6667,0.6,0.9,0.75,1.0,0.7143,1.0,0.4,1.0,0.6364,0.6667,1.0,1.0,0.7230,0.0
6,Gradient Boosting,0.9231,1.0,0.6,0.7143,1.0,0.4,1.0,,0.7143,1.0,0.75,0.8462,0.5,0.4,0.7,0.75,0.75,0.7143,1.0,0.4,1.0,0.5455,0.6667,1.0,1.0,0.7483,0.3333
6,MLP Neural Network,0.9231,1.0,0.8,1.0,1.0,0.8,1.0,,0.7143,1.0,0.75,0.8462,0.6667,0.6,0.8,0.75,1.0,0.7143,1.0,0.6,0.7143,0.6364,0.8889,1.0,1.0,0.8082,0.0
6,MLP (PyTorch),1.0,1.0,0.8,0.8571,1.0,0.8,1.0,,0.8571,1.0,0.75,0.9231,0.8333,0.6,0.9,0.75,1.0,0.8571,1.0,0.4,1.0,0.7273,0.6667,1.0,1.0,0.8422,0.3333
6,CNN (PyTorch),1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.8571,1.0,0.25,1.0,0.6667,0.6,1.0,0.75,1.0,0.8571,1.0,0.6,1.0,0.8182,0.8889,1.0,1.0,0.8915,1.0
6,Fold_6_Avg,0.8974,0.8333,0.6444,0.8095,1.0,0.6222,0.7778,,0.7936,0.9333,0.6667,0.8633,0.6482,0.5556,0.8222,0.7222,0.9167,0.7302,0.9444,0.4222,0.8889,0.6364,0.7284,0.9444,1.0,0.7624,0.2593
7,SVM,0.9167,0.9091,0.5,0.8182,1.0,0.6667,0.6667,,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,0.5,0.7143,0.4444,1.0,0.8571,1.0,1.0,0.8237,0.0
7,Decision Tree,0.75,0.6364,0.5,0.7273,0.4444,0.3333,0.6667,,1.0,1.0,0.3333,0.6,0.75,0.7,1.0,0.6,0.2,0.8,0.5,0.5714,0.4444,0.75,0.8571,0.2857,1.0,0.6180,0.0
7,Random Forest,0.9167,1.0,1.0,0.7273,1.0,0.6667,0.6667,,1.0,1.0,1.0,1.0,0.75,0.7,1.0,1.0,1.0,1.0,0.5,0.5714,0.6667,1.0,0.8571,1.0,1.0,0.8409,0.0
7,Logistic Regression,0.9167,0.9091,1.0,0.6364,1.0,0.6667,0.6667,,0.75,1.0,1.0,1.0,1.0,0.7,0.8,0.8,0.8,1.0,0.5,0.8571,0.4444,1.0,0.8571,0.8571,1.0,0.8065,0.0
7,KNN,1.0,0.9091,1.0,0.8182,0.8889,0.6667,0.6667,,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,0.5,0.4286,0.5556,1.0,0.8571,0.8571,1.0,0.8339,0.0
7,Gradient Boosting,0.9167,0.9091,1.0,0.8182,0.7778,0.6667,0.6667,,0.5,1.0,0.6667,0.8,0.75,0.4,0.8,0.8,0.4,1.0,0.5,0.5714,0.5556,1.0,0.8571,0.8571,1.0,0.7285,0.0
7,MLP Neural Network,0.9167,0.9091,1.0,0.7273,1.0,0.6667,1.0,,1.0,1.0,1.0,1.0,1.0,0.6,0.8,0.8,0.8,1.0,0.0,0.5714,0.5556,1.0,0.8571,1.0,1.0,0.8082,0.0
7,MLP (PyTorch),1.0,1.0,1.0,0.9091,1.0,0.6667,1.0,,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,0.5,0.8571,0.5556,1.0,0.8571,1.0,1.0,0.9218,1.0
7,CNN (PyTorch),1.0,1.0,1.0,0.9091,1.0,1.0,1.0,,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.8571,1.0,1.0,0.9693,1.0
7,Fold_7_Avg,0.9259,0.9091,0.8889,0.7879,0.9012,0.6667,0.7778,,0.9167,1.0,0.8889,0.9111,0.9167,0.6778,0.9333,0.8889,0.8,0.9778,0.5,0.6825,0.5432,0.9722,0.8571,0.873,1.0,0.8168,0.2222
8,SVM,0.8571,0.6,1.0,0.8182,0.4,1.0,0.8333,1.0,0.8571,0.8,1.0,0.875,0.0,0.6667,1.0,0.9091,1.0,0.5556,0.25,0.8,0.7143,1.0,0.6,0.5714,1.0,0.7349,0.0
8,Decision Tree,0.4286,0.6,0.0,0.7273,0.4,0.8333,0.5,0.75,0.7143,0.8,0.0,0.375,0.0,0.3333,1.0,0.6364,0.4,0.3333,0.0,0.4,0.5714,1.0,0.4,0.4286,0.6667,0.4730,0.0
8,Random Forest,0.8571,0.6,1.0,0.7273,0.6,1.0,0.8333,1.0,0.8571,0.8,1.0,1.0,0.0,0.6667,1.0,0.8182,1.0,0.5556,0.25,0.8,0.7143,1.0,0.8,0.8571,1.0,0.7591,0.0
8,Logistic Regression,0.7143,0.6,1.0,0.8182,0.6,1.0,0.6667,1.0,0.8571,0.8,1.0,0.625,1.0,0.6667,1.0,0.8182,0.6,0.5556,0.25,0.8,0.4286,1.0,0.6,0.5714,1.0,0.7297,0.0
8,KNN,0.8571,0.6,1.0,0.8182,0.6,1.0,0.8333,1.0,0.8571,0.8,1.0,0.75,0.0,0.6667,1.0,0.8182,1.0,0.5556,0.25,0.8,0.5714,1.0,0.6,0.5714,1.0,0.7288,0.0
8,Gradient Boosting,0.7143,0.8,1.0,0.6364,0.4,0.8333,0.3333,1.0,0.5714,0.8,1.0,0.625,0.0,0.6667,1.0,0.6364,0.8,0.5556,0.25,0.8,0.5714,0.8571,0.6,0.7143,1.0,0.6602,0.0
8,MLP Neural Network,0.7143,0.6,1.0,0.8182,0.8,1.0,0.3333,1.0,0.8571,0.8,1.0,0.5,0.0,0.6667,1.0,0.6364,1.0,0.5556,0.5,0.8,0.5714,0.8571,0.6,0.5714,1.0,0.6993,0.0
8,MLP (PyTorch),0.8571,0.6,1.0,1.0,0.8,1.0,1.0,1.0,0.8571,1.0,1.0,1.0,1.0,0.8333,1.0,0.9091,1.0,0.7778,0.75,1.0,0.7143,1.0,1.0,0.7143,1.0,0.8902,0.3333
8,CNN (PyTorch),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571,1.0,1.0,1.0,0.0,0.8333,1.0,1.0,1.0,1.0,0.75,1.0,0.8571,1.0,1.0,0.8571,1.0,0.9034,0.3333
8,Fold_8_Avg,0.7778,0.6667,0.8889,0.8182,0.6222,0.963,0.7037,0.9722,0.8095,0.8444,0.8889,0.75,0.2222,0.6667,1.0,0.798,0.8667,0.605,0.3611,0.8,0.6349,0.9682,0.6889,0.6508,0.963,0.7310,0.0741
9,SVM,1.0,1.0,0.5,0.9091,1.0,1.0,1.0,1.0,1.0,0.8571,1.0,0.75,0.8571,0.6667,0.6667,1.0,1.0,1.0,0.3333,0.75,0.6667,1.0,0.8,0.5,1.0,0.8503,
9,Decision Tree,0.625,0.375,0.5,0.5455,0.5,1.0,0.5,0.5,0.625,0.5714,0.6667,0.25,0.5714,0.5,0.6667,0.5,0.6667,0.2857,1.0,0.75,0.0,0.8333,0.8,1.0,1.0,0.6093,
9,Random Forest,1.0,0.75,0.5,0.9091,0.75,1.0,0.5,1.0,1.0,0.7143,0.6667,0.625,1.0,0.6667,0.8333,0.875,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.8676,
9,Logistic Regression,1.0,0.875,0.5,0.9091,1.0,1.0,0.5,1.0,1.0,0.7143,0.6667,0.625,0.8571,0.5,0.6667,0.5,0.3333,0.8571,0.3333,0.75,0.3333,1.0,0.8,0.5,1.0,0.7288,
9,KNN,1.0,1.0,0.5,0.9091,0.75,1.0,1.0,1.0,0.875,0.7143,0.6667,0.75,1.0,0.6667,0.8333,1.0,1.0,0.8571,1.0,0.75,0.6667,1.0,0.8,0.5,1.0,0.8496,
9,Gradient Boosting,1.0,0.875,0.6667,0.8182,1.0,0.6667,0.5,1.0,1.0,0.5714,0.6667,0.625,1.0,0.5,0.6667,0.625,0.3333,0.7143,0.3333,0.75,0.6667,1.0,0.9,0.5,1.0,0.7352,
9,MLP Neural Network,1.0,1.0,0.6667,0.9091,1.0,1.0,1.0,1.0,1.0,0.7143,1.0,0.75,1.0,0.6667,0.8333,0.625,1.0,0.8571,0.6667,1.0,0.6667,1.0,0.8,1.0,1.0,0.8862,
9,MLP (PyTorch),0.875,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,0.8571,1.0,0.875,1.0,0.6667,0.8333,1.0,1.0,1.0,0.6667,1.0,0.6667,1.0,1.0,1.0,1.0,0.9243,
9,CNN (PyTorch),1.0,1.0,0.8333,1.0,1.0,1.0,1.0,1.0,1.0,0.8571,1.0,1.0,1.0,0.8333,0.8333,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,0.9609,
9,Fold_9_Avg,0.9444,0.875,0.5926,0.8788,0.8889,0.963,0.7778,0.9444,0.9444,0.7301,0.8148,0.6944,0.9206,0.6296,0.7593,0.7917,0.8148,0.8413,0.7037,0.8611,0.5926,0.9815,0.8667,0.7778,1.0,0.8236,
10,SVM,0.875,1.0,0.2857,1.0,0.7143,0.8,0.3333,1.0,0.6667,0.7143,1.0,0.8,0.75,0.0,1.0,1.0,1.0,0.8,0.0,0.8571,0.5,1.0,0.875,0.8333,1.0,0.7522,
10,Decision Tree,0.5,0.375,0.5714,0.8,0.7143,0.4,1.0,1.0,0.6667,0.5714,0.5,0.2,0.5,0.0,0.5,1.0,0.75,0.4,0.5,0.8571,0.6429,0.5,0.625,0.6667,1.0,0.6096,
10,Random Forest,0.75,1.0,0.5714,1.0,0.8571,0.8,0.3333,1.0,0.6667,0.7143,1.0,0.8,1.0,0.0,1.0,1.0,0.75,0.8,0.5,0.8571,0.6429,0.75,0.75,0.8333,1.0,0.7750,
10,Logistic Regression,0.75,1.0,0.7143,1.0,0.7143,0.8,0.3333,1.0,0.6667,0.7143,1.0,0.8,0.75,0.0,1.0,1.0,1.0,0.8,0.0,0.5714,0.6429,1.0,0.875,0.8333,1.0,0.7586,
10,KNN,1.0,1.0,0.7143,1.0,0.8571,0.8,0.3333,1.0,0.6667,0.7143,0.75,0.6,1.0,1.0,1.0,1.0,1.0,0.8,0.5,0.5714,0.6429,1.0,0.75,0.6667,1.0,0.8147,
10,Gradient Boosting,0.75,0.875,0.4286,1.0,0.8571,0.6,0.3333,0.8333,0.8333,0.7143,1.0,0.8,1.0,0.0,0.8333,0.8,1.0,0.8,0.25,0.8571,0.5714,0.5,0.625,0.8333,0.3333,0.6971,
10,MLP Neural Network,0.875,1.0,0.5714,1.0,0.7143,0.8,0.6667,1.0,0.6667,1.0,1.0,0.8,0.75,1.0,1.0,0.8,1.0,0.8,0.5,0.8571,0.5714,1.0,0.75,1.0,1.0,0.8449,
10,MLP (PyTorch),1.0,1.0,0.8571,1.0,1.0,1.0,0.6667,1.0,0.6667,1.0,1.0,1.0,1.0,0.0,1.0,0.8,1.0,0.8,1.0,1.0,0.6429,1.0,0.875,1.0,1.0,0.8923,
10,CNN (PyTorch),1.0,1.0,0.7143,1.0,1.0,1.0,0.6667,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.7857,1.0,0.875,1.0,1.0,0.9403,
10,Fold_10_Avg,0.8333,0.9167,0.6032,0.9778,0.8254,0.7778,0.5185,0.9815,0.6852,0.7937,0.9167,0.7556,0.8611,0.3333,0.9259,0.9333,0.9444,0.7556,0.4722,0.8254,0.627,0.8611,0.7778,0.8518,0.9259,0.7872,
,CNN (PyTorch)_Avg,0.93,0.9639,0.8764,0.9709,0.9889,0.95,0.9524,1.0,0.9095,0.9003,0.8625,0.9257,0.7695,0.7421,0.9361,0.93,0.9214,0.8226,0.7933,0.7286,0.837,0.9368,0.8638,0.9233,1.0,0.8917,0.5833
,Decision Tree_Avg,0.6731,0.6514,0.5019,0.7531,0.6053,0.4917,0.6667,0.6302,0.7649,0.5477,0.4942,0.5353,0.5721,0.4088,0.7305,0.7304,0.5612,0.4676,0.4483,0.4417,0.5303,0.6511,0.5724,0.5708,0.75,0.5833,0.1667
,Gradient Boosting_Avg,0.795,0.9098,0.7569,0.8644,0.8132,0.5667,0.5869,0.7917,0.7611,0.7851,0.805,0.7518,0.705,0.4181,0.801,0.8036,0.6652,0.7343,0.3667,0.6131,0.7663,0.7767,0.7225,0.6724,0.7667,0.7095,0.0833
,KNN_Avg,0.94,0.8273,0.8081,0.8917,0.8497,0.7317,0.744,0.9167,0.8913,0.7819,0.8292,0.8419,0.7095,0.7348,0.9386,0.8832,0.8946,0.7573,0.6783,0.5526,0.7596,0.8911,0.7757,0.6789,1.0,0.7989,0.0
,Logistic Regression_Avg,0.7901,0.863,0.8281,0.8735,0.8684,0.7317,0.6274,0.9167,0.7919,0.7617,0.8092,0.7737,0.8502,0.6157,0.8794,0.815,0.7781,0.774,0.445,0.5421,0.6711,0.902,0.7316,0.6797,0.85,0.7534,0.0
,MLP (PyTorch)_Avg,0.8832,0.9207,0.8991,0.9173,0.9201,0.8717,0.9274,1.0,0.8645,0.9049,0.85,0.8955,0.8805,0.6098,0.9261,0.908,0.9107,0.8375,0.6617,0.7033,0.7703,0.8952,0.8432,0.8507,1.0,0.8578,0.4166
,MLP Neural Network_Avg,0.879,0.9148,0.8305,0.8969,0.9027,0.7517,0.8607,0.9375,0.8952,0.8784,0.8375,0.791,0.7645,0.6081,0.8961,0.8018,0.9264,0.8,0.615,0.6205,0.7627,0.8644,0.8046,0.7391,0.9,0.8057,0.0
,Random Forest_Avg,0.8641,0.8989,0.7745,0.8735,0.8629,0.7117,0.7548,1.0,0.9127,0.8221,0.9292,0.8928,0.6669,0.6038,0.9386,0.9207,0.9155,0.7593,0.57,0.6338,0.829,0.8684,0.8102,0.84,0.8833,0.8071,0.0
,SVM_Avg,0.8918,0.9148,0.591,0.8774,0.8627,0.7117,0.819,0.9375,0.8698,0.8287,0.9125,0.8355,0.6193,0.5688,0.8744,0.9352,0.8554,0.7816,0.4117,0.5364,0.779,0.8553,0.776,0.7864,0.8833,0.7749,0.0
