Fold,Model,a,b,c,d,e,f,g,h,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,Fold_Model_Avg,i
2,Decision Tree,0.5,0.5,0.75,0.8571,1.0,0.0,1.0,0.3333,0.4286,0.1538,0.0,0.6,0.4286,0.3333,0.5,0.8,0.8333,0.3333,0.25,0.3333,0.4545,0.5714,0.6364,0.3333,0.5,0.4972,
2,Random Forest,1.0,0.75,0.75,1.0,1.0,0.0,1.0,0.8333,0.8571,0.6154,1.0,1.0,0.8571,0.6667,1.0,1.0,1.0,0.8333,0.5,0.8333,0.8182,1.0,1.0,0.3333,1.0,0.8259,
2,Logistic Regression,0.8333,0.5,1.0,0.8571,1.0,0.0,1.0,1.0,1.0,0.4615,0.5,0.8,0.8571,0.6667,0.75,1.0,0.5,0.3333,0.75,0.5,0.6364,1.0,0.8182,0.1667,1.0,0.7172,
2,KNN,1.0,0.5,0.75,1.0,1.0,0.0,1.0,0.8333,1.0,0.6154,1.0,1.0,0.8571,0.6667,0.75,1.0,0.6667,0.8333,0.25,0.5,0.9091,1.0,0.9091,0.1667,1.0,0.7683,
2,Gradient Boosting,1.0,0.75,0.75,0.8571,0.3333,0.0,1.0,0.3333,0.8571,0.6923,1.0,1.0,0.7143,0.6667,0.5,1.0,0.8333,0.5,0.5,0.3333,0.6364,1.0,0.9091,0.6667,0.5,0.6933,
2,MLP Neural Network,0.8333,0.5,1.0,0.8571,1.0,0.0,1.0,1.0,1.0,0.7692,1.0,0.6,0.8571,0.6667,1.0,1.0,0.6667,0.6667,1.0,0.6667,0.8182,1.0,0.9091,0.1667,1.0,0.7991,
2,MLP (PyTorch),1.0,0.75,1.0,0.8571,1.0,1.0,1.0,1.0,0.8571,0.6154,0.5,1.0,0.8571,0.3333,0.875,1.0,1.0,0.6667,0.5,0.3333,0.6364,1.0,1.0,0.8333,1.0,0.8246,
2,CNN (PyTorch),1.0,0.5,0.75,0.8571,1.0,0.0,1.0,1.0,0.8571,0.8462,1.0,1.0,0.8571,0.6667,0.875,1.0,0.8333,0.3333,0.75,1.0,0.9091,1.0,1.0,1.0,1.0,0.8414,
2,Fold_2_Avg,0.9074,0.5556,0.8333,0.8889,0.9259,0.1111,1.0,0.7963,0.8571,0.5983,0.7222,0.8889,0.7936,0.5556,0.7917,0.9778,0.8148,0.5926,0.5556,0.5555,0.7273,0.9524,0.9091,0.463,0.8889,0.7465,
3,SVM,0.8333,0.8889,1.0,1.0,1.0,1.0,0.8571,0.5,0.75,0.875,0.8,1.0,1.0,0.3333,0.875,0.875,0.625,0.8462,0.0,0.4286,0.75,1.0,0.6667,0.5,1.0,0.7463,0.0
3,Decision Tree,0.5,0.5556,0.6,0.8,0.0,0.0,0.5714,0.3333,0.5,0.75,0.4,0.4,0.0,0.0,0.625,0.625,0.5,0.5385,0.0,0.5714,0.75,1.0,0.1667,0.5,0.0,0.4110,0.0
3,Random Forest,1.0,0.8889,0.8,1.0,0.0,1.0,0.8571,0.5,0.75,1.0,0.6,1.0,1.0,0.6667,1.0,0.875,1.0,0.7692,0.0,0.7143,0.75,1.0,0.5,0.25,1.0,0.7277,0.0
3,Logistic Regression,0.8333,0.7778,1.0,0.8,1.0,1.0,0.7143,0.5,1.0,0.875,0.6,0.9,1.0,0.3333,0.875,0.875,0.625,0.6923,0.3333,0.2857,0.75,0.8,0.5,0.25,1.0,0.7046,0.0
3,KNN,0.8333,1.0,0.8,1.0,1.0,1.0,0.7143,0.5,0.75,0.875,1.0,1.0,1.0,0.3333,0.75,0.75,0.375,0.8462,0.0,0.7143,0.75,0.8,0.6667,0.25,1.0,0.7195,0.0
3,Gradient Boosting,0.6667,0.7778,0.6,1.0,0.0,1.0,0.4286,0.3333,0.75,0.625,0.8,0.8,1.0,0.6667,0.875,0.75,0.625,0.6154,0.3333,0.2857,0.75,0.8,0.1667,0.5,1.0,0.6211,0.0
3,MLP Neural Network,0.8333,1.0,1.0,1.0,1.0,1.0,0.8571,0.5,1.0,0.875,0.6,1.0,1.0,0.3333,0.875,0.875,0.625,0.8462,0.3333,0.5714,0.75,0.8,0.5,0.25,1.0,0.7471,0.0
3,MLP (PyTorch),1.0,1.0,1.0,1.0,1.0,1.0,0.8571,0.5,1.0,1.0,1.0,1.0,1.0,0.3333,0.875,0.875,0.875,1.0,0.6667,0.5714,0.75,1.0,0.5,1.0,1.0,0.8386,0.0
3,CNN (PyTorch),1.0,1.0,1.0,1.0,1.0,1.0,0.8571,0.8333,1.0,1.0,1.0,1.0,1.0,0.6667,0.875,0.875,1.0,1.0,1.0,0.5714,1.0,1.0,0.8333,1.0,1.0,0.9043,0.0
3,Fold_3_Avg,0.8333,0.8766,0.8667,0.9556,0.6667,0.8889,0.746,0.5,0.8333,0.875,0.7556,0.9,0.8889,0.4074,0.8472,0.8194,0.6944,0.7949,0.2963,0.5238,0.7778,0.9111,0.5,0.5,0.8889,0.7134,0.0
4,SVM,0.8,0.875,0.8,1.0,0.7273,0.5,0.5714,0.5,0.8,0.6,0.75,0.5714,0.2857,0.2857,1.0,1.0,0.4286,0.75,0.0,0.5,1.0,0.8,0.8,0.8,0.0,0.6458,
4,Decision Tree,0.6,0.5,0.4,1.0,0.5455,0.25,0.2857,0.5,0.4,0.1,0.625,0.5714,0.2857,0.2857,0.6,0.2857,0.4286,0.5,0.2,0.5,0.5,0.8,0.8,0.4,1.0,0.4945,
4,Random Forest,0.8,0.875,0.8,0.8333,0.9091,0.25,0.5714,0.5,0.8,0.6,0.75,0.8571,0.5714,0.2857,1.0,1.0,0.5714,0.5,0.0,0.5,1.0,0.8,1.0,0.8,0.0,0.6630,
4,Logistic Regression,0.6,0.875,0.6,1.0,0.6364,0.5,0.4286,0.5,0.8,0.7,0.375,0.8571,0.4286,0.5714,0.8,0.7143,0.8571,0.75,0.4,0.5,0.5,0.8,1.0,0.6,0.0,0.6317,
4,KNN,0.8,0.75,1.0,1.0,0.8182,0.25,0.5714,0.5,0.8,0.5,0.625,0.8571,0.5714,0.4286,1.0,0.8571,0.4286,0.5,0.2,0.5,0.75,0.8,1.0,0.8,0.0,0.6523,
4,Gradient Boosting,0.8,0.625,0.8,1.0,0.7273,0.25,0.4286,0.5,0.4,0.7,0.75,0.8571,0.5714,0.4286,1.0,0.4286,0.2857,0.75,0.0,0.5,1.0,0.8,0.8,0.4,0.0,0.5921,
4,MLP Neural Network,0.8,0.875,0.8,1.0,0.9091,0.5,0.4286,0.5,0.8,0.8,0.75,0.7143,0.5714,0.4286,1.0,0.7143,0.8571,0.75,0.6,0.5,0.75,0.8,1.0,0.6,1.0,0.7379,
4,MLP (PyTorch),1.0,0.875,1.0,1.0,1.0,0.75,0.7143,1.0,1.0,0.9,0.875,0.8571,1.0,0.7143,1.0,1.0,1.0,0.75,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9174,
4,CNN (PyTorch),0.8,1.0,1.0,1.0,1.0,1.0,0.8571,1.0,1.0,1.0,1.0,1.0,1.0,0.7143,1.0,0.8571,0.8571,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9534,
4,Fold_4_Avg,0.7778,0.8056,0.8,0.9815,0.8081,0.4722,0.5397,0.6111,0.7556,0.6556,0.7222,0.7936,0.5873,0.4603,0.9333,0.7619,0.6349,0.6667,0.3778,0.5556,0.8333,0.8444,0.9333,0.7111,0.4444,0.6987,
5,SVM,0.7273,0.8571,0.5714,0.8,1.0,0.5,0.5,1.0,0.7778,1.0,1.0,0.75,0.0,0.0,1.0,0.8889,0.6667,1.0,0.0,0.4,1.0,0.6,0.8333,0.8182,0.6667,0.6943,
5,Decision Tree,0.3636,0.7143,0.5714,0.4,0.4286,0.5,0.25,0.875,0.5556,0.6,1.0,0.5,0.0,1.0,0.4286,0.6667,0.6667,0.5,0.0,0.6,0.6667,0.2,0.5833,0.1818,0.5,0.5101,
5,Random Forest,0.7273,1.0,0.7143,0.8,1.0,1.0,0.5,0.875,0.8889,0.6,1.0,1.0,1.0,0.0,0.8571,0.8889,0.6667,1.0,0.0,0.8,1.0,0.4,0.8333,0.8182,0.6667,0.7615,
5,Logistic Regression,0.7273,0.8571,0.5714,0.6,0.7143,1.0,0.5,0.75,0.6667,1.0,1.0,0.75,1.0,1.0,1.0,0.8889,0.6667,1.0,0.5,0.4,0.6667,0.6,0.9167,0.7273,0.5,0.7601,
5,KNN,0.6364,0.8571,0.4286,0.8,0.7143,1.0,0.5,0.875,0.8889,0.6,0.6667,0.75,0.0,0.0,0.8571,0.8889,0.6667,1.0,0.0,0.6,1.0,0.6,0.9167,0.5455,0.6667,0.6583,
5,Gradient Boosting,0.5455,0.7143,0.7143,0.8,0.4286,0.5,0.25,0.75,0.6667,0.8,1.0,0.75,1.0,0.0,0.7143,1.0,0.6667,1.0,0.0,0.8,1.0,0.6,0.6667,0.7273,0.3333,0.6571,
5,MLP Neural Network,0.7273,1.0,1.0,1.0,0.8571,0.5,0.5,0.875,0.7778,0.8,1.0,0.75,1.0,0.0,0.7143,0.8889,0.6667,1.0,0.5,0.6,1.0,0.4,0.9167,0.7273,0.6667,0.7547,
5,MLP (PyTorch),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.8182,1.0,0.9847,
5,CNN (PyTorch),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8889,1.0,1.0,0.5,0.8,1.0,1.0,1.0,1.0,1.0,0.9676,
5,Fold_5_Avg,0.7172,0.8889,0.7302,0.8,0.7937,0.7778,0.5556,0.8889,0.8025,0.8222,0.963,0.8056,0.6667,0.4444,0.8413,0.8889,0.7408,0.9444,0.2778,0.6667,0.9259,0.5778,0.8519,0.7071,0.6667,0.7498,
6,SVM,1.0,1.0,0.6,0.8571,1.0,0.4,0.0,,0.7143,1.0,0.5,0.8462,0.3333,0.4,0.7,0.5,1.0,0.5714,1.0,0.6,1.0,0.7273,1.0,1.0,1.0,0.7100,0.0
6,Decision Tree,0.6154,0.5,0.2,0.5714,1.0,0.4,0.0,,0.2857,0.4,1.0,0.3077,0.5,0.2,0.4,0.5,0.75,0.5714,0.0,0.4,0.2857,0.7273,0.8889,0.5,0.0,0.4535,0.3333
6,Random Forest,0.9231,1.0,0.6,0.8571,1.0,0.4,0.0,,0.7143,1.0,1.0,0.8462,0.5,0.4,0.9,1.0,0.75,0.7143,1.0,0.6,1.0,0.7273,1.0,1.0,1.0,0.7573,0.0
6,Logistic Regression,0.7692,1.0,0.8,0.7143,1.0,0.4,0.0,,0.7143,0.6,0.75,0.9231,0.6667,0.6,0.8,0.5,1.0,0.8571,1.0,0.6,0.8571,0.5455,0.8889,1.0,1.0,0.7194,0.0
6,KNN,0.8462,1.0,0.8,1.0,1.0,0.6,0.0,,0.8571,0.8,0.5,0.9231,0.6667,0.4,0.8,0.75,0.5,0.7143,1.0,0.4,0.8571,0.8182,1.0,1.0,1.0,0.7293,0.0
6,Gradient Boosting,0.7692,1.0,0.4,1.0,1.0,0.6,0.0,,0.7143,0.6,1.0,0.8462,0.6667,0.4,0.9,0.5,0.5,0.5714,1.0,0.6,0.7143,0.5455,1.0,0.5,1.0,0.6731,0.0
6,MLP Neural Network,0.7692,1.0,0.8,0.7143,1.0,0.4,0.0,,0.5714,0.6,0.75,0.8462,0.6667,0.4,0.8,0.5,1.0,0.8571,1.0,0.6,0.8571,0.6364,0.8889,1.0,1.0,0.7063,0.0
6,MLP (PyTorch),1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9867,0.6667
6,CNN (PyTorch),1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.9231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9703,0.3333
6,Fold_6_Avg,0.8547,0.9444,0.6889,0.8571,1.0,0.5778,0.2222,,0.7302,0.7778,0.8333,0.8291,0.6667,0.5333,0.8111,0.6944,0.8333,0.7619,0.8889,0.6444,0.8413,0.7475,0.963,0.8889,0.8889,0.7451,0.1481
7,SVM,0.8333,0.9091,0.5,0.8182,0.8889,0.6667,0.6667,,0.75,0.5,1.0,0.8,0.75,0.4,0.6,0.8,0.6,1.0,0.0,0.7143,0.7778,0.875,0.7143,1.0,1.0,0.7026,0.0
7,Decision Tree,0.6667,0.6364,0.5,0.9091,0.4444,0.0,1.0,,0.5,0.5,0.6667,0.8,0.75,0.5,0.8,0.6,0.2,0.4,0.0,0.7143,0.3333,0.75,0.5714,0.2857,1.0,0.5811,1.0
7,Random Forest,0.8333,0.9091,1.0,0.9091,0.7778,0.6667,0.6667,,1.0,1.0,1.0,1.0,0.75,0.5,0.8,1.0,0.8,1.0,0.0,0.5714,0.7778,1.0,0.7143,1.0,1.0,0.7870,0.0
7,Logistic Regression,0.8333,0.7273,1.0,0.7273,0.8889,0.3333,0.6667,,0.5,1.0,1.0,0.8,0.5,0.5,0.6,0.8,0.6,0.8,0.0,0.7143,0.4444,0.875,0.5714,0.8571,1.0,0.6696,0.0
7,KNN,0.9167,0.9091,1.0,0.9091,0.6667,0.6667,0.6667,,0.5,0.5,1.0,1.0,0.75,0.6,0.8,0.8,0.6,1.0,0.5,1.0,0.7778,0.875,0.8571,0.7143,1.0,0.7604,0.0
7,Gradient Boosting,0.75,0.8182,0.5,0.9091,0.7778,0.3333,0.6667,,1.0,1.0,0.6667,0.8,0.5,0.6,0.4,1.0,0.4,0.8,0.0,0.7143,0.5556,0.875,0.8571,0.8571,1.0,0.6712,0.0
7,MLP Neural Network,0.75,0.9091,1.0,0.9091,0.8889,0.6667,1.0,,0.5,1.0,1.0,0.8,0.5,0.6,0.6,0.8,0.6,1.0,0.0,1.0,0.6667,0.875,0.8571,0.7143,1.0,0.7455,0.0
7,MLP (PyTorch),1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7778,1.0,1.0,1.0,1.0,0.9778,1.0
7,CNN (PyTorch),1.0,1.0,1.0,1.0,1.0,0.6667,1.0,,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9827,1.0
7,Fold_7_Avg,0.8426,0.8687,0.8333,0.899,0.8148,0.5556,0.8148,,0.75,0.8333,0.8889,0.8889,0.7222,0.6222,0.7333,0.8667,0.6444,0.8889,0.2778,0.8254,0.679,0.9028,0.7936,0.8254,1.0,0.7642,0.3333
8,SVM,0.8571,0.8,1.0,0.8182,0.6,0.8333,0.8333,0.75,0.8571,0.6,0.0,0.875,1.0,0.5,1.0,0.7273,1.0,0.6667,0.25,0.8,0.5714,1.0,0.8,0.7143,1.0,0.7251,0.0
8,Decision Tree,0.4286,0.4,1.0,0.7273,0.4,0.3333,0.0,0.25,0.7143,1.0,1.0,0.375,0.0,0.5,0.0,0.5455,1.0,0.3333,0.5,0.6,0.2857,1.0,0.2,0.2857,0.3333,0.4697,0.0
8,Random Forest,0.8571,0.8,1.0,0.8182,0.8,0.8333,0.6667,0.5,1.0,1.0,1.0,0.75,1.0,0.5,1.0,0.8182,1.0,0.5556,0.25,0.8,0.5714,1.0,0.6,0.7143,1.0,0.7629,0.0
8,Logistic Regression,0.7143,0.8,1.0,0.6364,0.6,0.8333,0.6667,0.75,1.0,1.0,0.0,0.5,1.0,0.5,1.0,0.8182,0.8,0.5556,0.25,0.6,0.4286,1.0,0.6,0.5714,0.6667,0.6650,0.0
8,KNN,0.8571,0.8,1.0,0.9091,0.8,0.6667,0.6667,0.75,1.0,0.8,0.0,0.875,1.0,0.5,1.0,0.6364,1.0,0.6667,0.25,0.6,0.7143,1.0,0.8,0.7143,1.0,0.7310,0.0
8,Gradient Boosting,0.7143,0.8,1.0,0.7273,0.4,0.5,0.3333,0.5,1.0,0.6,1.0,0.5,1.0,0.3333,1.0,0.7273,0.8,0.6667,0.0,0.8,0.7143,1.0,0.8,0.4286,1.0,0.6671,0.0
8,MLP Neural Network,0.5714,0.8,1.0,0.7273,0.8,1.0,1.0,0.5,1.0,1.0,0.0,0.625,1.0,0.5,1.0,0.8182,1.0,0.6667,0.25,0.8,0.5714,1.0,0.6,0.8571,1.0,0.7341,0.0
8,MLP (PyTorch),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9679,0.3333
8,CNN (PyTorch),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9615,0.0
8,Fold_8_Avg,0.7778,0.8,1.0,0.8182,0.7111,0.7778,0.6852,0.6667,0.9524,0.8889,0.5556,0.7222,0.8889,0.5741,0.8889,0.7879,0.9556,0.679,0.4167,0.7778,0.6508,1.0,0.7111,0.6984,0.8889,0.7427,0.037
9,SVM,1.0,1.0,0.5,0.8182,1.0,1.0,0.5,0.8333,0.875,1.0,0.3333,0.875,0.7143,0.6667,0.5,0.875,0.6667,0.8571,0.3333,0.5,0.6667,1.0,0.9,0.5,1.0,0.7566,
9,Decision Tree,0.75,0.375,0.6667,0.7273,1.0,0.6667,0.5,0.5,0.5,0.4286,0.6667,0.25,0.5714,0.5,0.6667,0.5,0.3333,0.4286,0.3333,0.75,0.6667,1.0,0.8,0.0,0.3333,0.5566,
9,Random Forest,1.0,1.0,0.5,0.9091,1.0,1.0,0.5,0.5,0.625,0.8571,1.0,0.875,0.7143,0.5,0.8333,1.0,0.6667,0.8571,1.0,0.75,0.3333,1.0,0.9,1.0,1.0,0.8128,
9,Logistic Regression,1.0,0.75,0.1667,0.7273,1.0,1.0,0.5,0.6667,0.75,0.7143,1.0,0.625,0.7143,0.5,0.5,0.625,0.6667,0.8571,0.3333,0.75,0.6667,1.0,0.9,1.0,1.0,0.7365,
9,KNN,1.0,1.0,0.6667,0.9091,0.75,1.0,0.5,0.8333,0.75,0.8571,0.6667,0.875,0.7143,0.5,0.6667,1.0,0.6667,0.8571,0.6667,1.0,0.6667,1.0,1.0,1.0,1.0,0.8218,
9,Gradient Boosting,1.0,0.625,0.5,0.8182,0.75,0.6667,0.5,0.5,0.75,0.5714,0.6667,0.625,0.5714,0.5,0.5,0.875,0.6667,0.8571,1.0,0.75,0.3333,0.8333,0.8,0.5,0.6667,0.6731,
9,MLP Neural Network,1.0,0.875,0.5,0.9091,1.0,1.0,0.5,0.8333,0.875,0.8571,0.6667,0.625,0.7143,0.8333,0.5,0.875,0.6667,0.8571,1.0,0.75,0.3333,1.0,1.0,1.0,1.0,0.8068,
9,MLP (PyTorch),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000,
9,CNN (PyTorch),1.0,1.0,1.0,0.9091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9964,
9,Fold_9_Avg,0.9722,0.8472,0.6111,0.8586,0.9444,0.9259,0.6111,0.7407,0.7917,0.8095,0.7778,0.75,0.746,0.6667,0.6852,0.8611,0.7037,0.8412,0.7407,0.8056,0.6296,0.9815,0.9222,0.7778,0.8889,0.7956,
10,SVM,1.0,0.875,0.7143,1.0,1.0,0.6,0.3333,0.8333,0.8333,0.8571,0.75,0.8,1.0,1.0,1.0,0.6,1.0,0.8,0.0,0.7143,0.5,1.0,1.0,1.0,0.3333,0.7818,
10,Decision Tree,0.5,0.5,0.5714,0.6,1.0,0.2,0.3333,0.1667,0.6667,0.8571,0.5,0.4,0.75,0.0,0.3333,0.6,0.75,0.0,0.25,0.4286,0.5,1.0,0.125,0.6667,0.0,0.4680,
10,Random Forest,0.75,1.0,0.7143,1.0,1.0,0.6,0.0,0.8333,0.8333,0.7143,0.75,0.8,1.0,1.0,0.8333,1.0,1.0,0.6,0.5,0.7143,0.7857,0.75,1.0,0.8333,0.6667,0.7871,
10,Logistic Regression,1.0,0.875,0.8571,0.8,0.7143,0.8,0.3333,0.6667,0.5,0.7143,0.75,0.8,1.0,0.0,1.0,0.6,1.0,0.6,0.5,1.0,0.5,1.0,0.5,0.8333,0.3333,0.7071,
10,KNN,0.875,0.875,0.7143,1.0,1.0,0.6,0.3333,0.8333,0.6667,0.7143,0.75,1.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.8571,0.7857,0.75,0.625,0.8333,0.6667,0.7712,
10,Gradient Boosting,1.0,0.625,0.5714,1.0,0.7143,0.6,0.0,0.6667,0.6667,0.7143,0.75,0.8,0.75,1.0,0.8333,0.8,0.75,0.2,0.0,0.7143,0.5,1.0,0.625,0.8333,0.3333,0.6579,
10,MLP Neural Network,1.0,1.0,0.8571,0.8,1.0,0.8,0.3333,0.8333,0.8333,0.8571,1.0,0.8,1.0,1.0,1.0,0.6,1.0,0.6,0.5,1.0,0.6429,1.0,0.625,1.0,0.3333,0.8166,
10,MLP (PyTorch),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.9900,
10,CNN (PyTorch),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9900,
10,Fold_10_Avg,0.9028,0.8611,0.7778,0.9111,0.9365,0.6889,0.4074,0.7593,0.7778,0.8254,0.7778,0.8222,0.9444,0.7778,0.8889,0.7778,0.9444,0.6,0.3889,0.8254,0.6905,0.9444,0.7222,0.8889,0.5185,0.7744,
,CNN (PyTorch)_Avg,0.98,0.95,0.9417,0.9766,0.9889,0.8167,0.9714,0.9167,0.9714,0.9646,0.875,0.9923,0.9657,0.8198,0.9528,0.9335,0.969,0.8883,0.825,0.88,0.9576,0.9875,0.9733,0.9833,0.9667,0.9285,0.3333
,Decision Tree_Avg,0.5924,0.5181,0.5926,0.6967,0.6374,0.235,0.469,0.4323,0.5122,0.479,0.6358,0.5004,0.3686,0.3819,0.4909,0.5766,0.6462,0.4105,0.2033,0.5326,0.5109,0.7424,0.5172,0.332,0.4,0.4949,0.3333
,Gradient Boosting_Avg,0.8246,0.7735,0.6169,0.8987,0.5909,0.495,0.4107,0.5417,0.7805,0.6503,0.8633,0.7778,0.7774,0.4845,0.7389,0.7795,0.6527,0.6561,0.3333,0.5926,0.676,0.8454,0.7225,0.5913,0.65,0.6595,0.0
,KNN_Avg,0.8765,0.8691,0.7826,0.9527,0.8527,0.6283,0.5702,0.7656,0.7927,0.7062,0.6208,0.928,0.736,0.4929,0.829,0.8197,0.6404,0.7818,0.3367,0.6743,0.7989,0.8518,0.8575,0.6524,0.8,0.7327,0.0
,Logistic Regression_Avg,0.8311,0.8162,0.7662,0.7737,0.8332,0.6367,0.556,0.7292,0.7645,0.7665,0.5975,0.7955,0.7967,0.5171,0.7992,0.7536,0.7716,0.7145,0.4567,0.5921,0.6228,0.862,0.7495,0.6506,0.7167,0.7035,0.0
,MLP (PyTorch)_Avg,1.0,0.9625,0.9667,0.9732,0.9778,0.925,0.9571,0.9062,0.9714,0.9315,0.8542,0.9857,0.9657,0.7464,0.9528,0.9661,0.9875,0.9117,0.7917,0.8119,0.8831,0.98,0.93,0.9652,1.0,0.9257,0.5
,MLP Neural Network_Avg,0.8284,0.8959,0.8624,0.8917,0.9344,0.6867,0.6369,0.6927,0.8072,0.8358,0.7267,0.776,0.811,0.5512,0.8267,0.7857,0.8082,0.8044,0.6183,0.6917,0.7167,0.8511,0.8097,0.7149,0.9,0.7671,0.0
,Random Forest_Avg,0.8891,0.8723,0.7212,0.9127,0.8376,0.625,0.5512,0.6927,0.8469,0.7987,0.81,0.9128,0.8393,0.5269,0.889,0.9511,0.8455,0.753,0.375,0.6712,0.7925,0.8677,0.8448,0.7582,0.8333,0.7652,0.0
,SVM_Avg,0.9051,0.8455,0.7102,0.8844,0.9105,0.6,0.6012,0.7812,0.8215,0.7848,0.5633,0.8518,0.694,0.4169,0.8328,0.8052,0.7487,0.8125,0.2083,0.5872,0.7771,0.9002,0.8714,0.7832,0.7667,0.7264,0.0
